file;general;race;class;anim;deathvar;dialog;origin;name;MonsterId;ValidatedMonsterId
D9SM12;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM12A;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM12B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM13;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM13A;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM13B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM14;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM14A;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM14B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Experienced Skeleton Mage;Skeleton;false
D9SM16;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Elite Skeleton Mage;Skeleton;false
D9SM16B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Elite Skeleton Mage;Skeleton;false
D9SM17;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Elite Skeleton Mage;Skeleton;false
D9SM17B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Elite Skeleton Mage;Skeleton;false
D9SM18;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Elite Skeleton Mage;Skeleton;false
D9SM18B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Elite Skeleton Mage;Skeleton;false
D9SM7;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9SM7A;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9SM7B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9SM8;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9SM8A;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9SM8B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9SM9;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9SM9A;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9SM9B;UNDEAD;SKELETON;MAGE;SKELETON;None;;BUTCHERY;Skeleton Mage novice;Skeleton;false
D9STVA01;UNDEAD;MIST;MIST;MIST_CREATURE;mistva;None;BUTCHERY;Vampiric Mist;;
D9STVA03;UNDEAD;MIST;MIST;MIST_CREATURE;mistva;None;BUTCHERY;Vampiric Mist;;
D9TANOV;UNDEAD;VAMPIRE;MAGE;VAMPIRE_FEMALE;c6tanov;none;BUTCHERY;Vampire Mage;;
D9TAZOK;HUMANOID;OGRE;FIGHTER;HALF_OGRE;tazok;tazok;BUTCHERY;Tazok;Ogre;false
D9TAZOKX;HUMANOID;OGRE;FIGHTER;HALF_OGRE;D9TazokX;none;BUTCHERY;Tazok;Ogre;false
D9UMB01;MONSTER;UMBERHULK;UMBERHULK;UMBER_HULK;kpumb01;;BUTCHERY;Umber Hulk;;
D9UMB02;MONSTER;UMBERHULK;UMBERHULK;UMBER_HULK;kpumb01;;BUTCHERY;Umber Hulk;;
C0MBEAR;ANIMAL;BEAR;BEAR_BROWN;BEAR_BROWN;NONE;;ArtisansKitpack_npc;Great Red Bear;GrizzlyBear;true
BEARGR;ANIMAL;BEAR;BEAR_BROWN;BEAR_BROWN;None;;BG2;Grizzly Bear;GrizzlyBear;true
BEARGRSU;ANIMAL;BEAR;BEAR_BROWN;BEAR_BROWN;None;;BG2;Grizzly Bear;GrizzlyBear;true
CB585AN2;ANIMAL;BEAR;BEAR_BROWN;BEAR_BROWN;None;;ctb;Grizzly Bear;GrizzlyBear;true
D9YDEM01;MONSTER;DEMONIC;TANARI;FIEND_GREEN;abydem01;none;BUTCHERY;Tanar'ri;;
D9YUAN02;MONSTER;YUANTI;FIGHTER;YUAN-TI_ELITE;YUANTI;;BUTCHERY;Greater Yuan-ti;;
D9YUAN03;MONSTER;YUANTI;MAGE;YUAN-TI_PRIEST;YUANTI;None;BUTCHERY;Yuan-Ti Mage;;
D9YUAN05;MONSTER;YUANTI;MAGE;YUAN-TI_PRIEST;YUANTI;None;BUTCHERY;Yuan-ti Prince;;
D9YUAN0X;MONSTER;YUANTI;FIGHTER;YUAN-TI;YUANTI;D9YUAN0X;BUTCHERY;Yuan-ti ;;
D9YUGH;MONSTER;OTYUGH;OTYUGH;OTYUGH;None;;BUTCHERY;Otyugh;;
DAABOL;MONSTER;NO_RACE;FIGHTER;DOOM_GUARD;daabol;daabol;BG2;Aboleth;;
DACEMIST;MONSTER;NO_RACE;NO_CLASS;BLOB_MIST_CREATURE;None;None;BG2;Gaseous Form;;
DADOG;ANIMAL;DOG;DOG_WAR;DOG_WAR;dadog;dadog;BG2;Dog;WarDog;false
DAESE;MONSTER;LYCANTHROPE;MAGE;MAGE_FEMALE_HUMAN;Daese;None;stratagems;Daese;;
DAESEWLF;MONSTER;LYCANTHROPE;WOLFWERE;WEREWOLF;daesewlf;None;stratagems;Daese;;
DAGENIE;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI;dagenie;dagenie;BG2;Dola Fadoon;;
DAGITH1;HUMANOID;GITHYANKI;FIGHTER_MAGE;GITHYANKI;dagith1;dagith1;BG2;Githyanki Captain;;
DAGITH2;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;dagith2;dagith2;BG2;Githyanki;;
DAGNOLL;HUMANOID;GNOLL;GNOLL;GNOLL;dagnoll;;BG2;Gnoll;;
DAITEL;HUMANOID;SPECTRE;MAGE;MAGE_MALE_HUMAN;DAITEL;DAITEL;stratagems;Ghost;Ghost;true
DAKOBOLD;HUMANOID;KOBOLD;KOBOLD;KOBOLD;dakobold;dakobold;BG2;Kobold;;
DAMIND1;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;damind1;damind1;BG2;Mind Flayer;;
DAMIND2;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;damind2;damind2;BG2;Mind Flayer;;
DARRYL;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;DARRYL;DARRYL;BG1;Darryl;;
DARRYL2;HUMANOID;KOBOLD;KOBOLD_TASLOI;KOBOLD_TASLOI;DARRYL2;darryl;BG1;Darryl;;
DASPITRO;MONSTER;TROLL;TROLL;TROLL;daspitro;;BG2;Spirit Troll;;
DATROLL;MONSTER;TROLL;TROLL;TROLL;datroll;;BG2;Troll;;
DAUMBER;MONSTER;UMBERHULK;UMBERHULK;UMBER_HULK;daumber;;BG2;Umber Hulk;;
DBONEF01;MONSTER;DEMONIC;IMP;SKELETON_FIEND;dbonef01;None;BG2;Bone Fiend;;
DDGUARD1;GIANTHUMANOID;GENIE;GENIE_EFREETI;EFREETI_NOBLE;ddguard1;ddguard1;BG2;Guardian;;
DDGUARD2;GIANTHUMANOID;GENIE;GENIE_EFREETI;EFREETI_NOBLE;ddguard2;ddguard2;BG2;Guardian;;
DDGUARD3;GIANTHUMANOID;GENIE;GENIE_EFREETI;EFREETI_NOBLE;ddguard3;ddguard3;BG2;Guardian;;
DDGUARD4;GIANTHUMANOID;GENIE;GENIE_EFREETI;EFREETI_NOBLE;ddguard4;ddguard4;BG2;Guardian;;
DDGUARD5;GIANTHUMANOID;GENIE;GENIE_EFREETI;EFREETI_NOBLE;ddguard5;ddguard5;BG2;Guardian;;
DDGUARD6;GIANTHUMANOID;GENIE;GENIE_EFREETI;EFREETI_NOBLE;ddguard6;ddguard6;BG2;Guardian;;
DDGUARD7;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;ddguard7;ddguard7;BG2;Guardian;;
DEADBEH1;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;None;;BG2;Beholder;;
DEADBEH2;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER_SMALL;None;;BG2;Gauth;;
DEADCOW1;ANIMAL;NO_RACE;NO_CLASS;COW;None;None;BG2;Cow;;
DEADCOW2;ANIMAL;NO_RACE;NO_CLASS;COW;None;None;BG2;Cow;;
DEADDEM1;MONSTER;DEMONIC;IMP;CORNUGON;demcor01;None;BG2;Cornugon;;
DEADDEM2;MONSTER;DEMONIC;TANARI;IMP;dquas01;None;BG2;Quasit;;
DEADHOR1;ANIMAL;NO_RACE;NO_CLASS;HORSE;None;None;BG2;Horse;;
DEADHOR2;ANIMAL;NO_RACE;NO_CLASS;HORSE;None;None;BG2;Horse;;
DEATHKNI;HUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;deathkni;deathkni;BG2;Demon Knight;;
DECK615;HUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;None;None;BG2;Demon Knight;;
DECK615;HUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;None;None;BG1;Demon Knight;;
DECK622;UNDEAD;SKELETON;SKELETON_WARRIOR;SKELETON_FIEND;deck622;deck622;BG2;Death Shade;SkeletonWarrior;false
DECK622;UNDEAD;SKELETON;SKELETON_WARRIOR;SKELETON_FIEND;deck622;deck622;BG1;Death Shade;SkeletonWarrior;false
DECKFELE;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;BG2;Fire Elemental;;
DECKFELE;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;BG1;Fire Elemental;;
DEER01;ANIMAL;NO_RACE;FOOD_CREATURE;DEER;DEER01;None;ctb;Deer;;
DELAIN;MONSTER;LYCANTHROPE;INNOCENT;CLERIC_FEMALE_ELF;DELAINY;DELAINY1;stratagems;Delainy;;
DELAIN2;MONSTER;LYCANTHROPE;WEREWOLF;CLERIC_FEMALE_ELF;DELAINY;DELAINY2;stratagems;Delainy;;
DELMIST;MONSTER;MIST;MIST;BLOB_MIST_CREATURE;None;None;BG2;Gaseous Form;;
DEMABI01;MONSTER;DEMONIC;TANARI;CORNUGON;abisred1;None;BG2;Abishai;;
DEMBAL01;MONSTER;DEMONIC;TANARI;TANARRI;dembal01;;BG2;Balor;;
DEMBAL02;MONSTER;DEMONIC;TANARI;TANARRI;dembal01;;BG2;Balor;;
DEMCOR01;MONSTER;DEMONIC;IMP;CORNUGON;demcor01;None;BG2;Cornugon;;
DEMGLA01;MONSTER;DEMONIC;TANARI;GLABREZU;demgla01;None;BG2;Glabrezu;;
DEMGLAB;MONSTER;DEMONIC;TANARI;GLABREZU;demglab;None;BG2;Glabrezu;;
DEMGLAB2;MONSTER;DEMONIC;TANARI;GLABREZU;demglab;None;BG2;Glabrezu;;
DEMGLASU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;GLABREZU;DEMGLAB;;SPELL_REV;Glabrezu;;
DEMGLASU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;GLABREZU;DEMGLAB;;stratagems;Glabrezu;;
DEMILICH;UNDEAD;DEMILICH;MAGE;DEMILICH;demilich;None;BG2;Demilich;;
DEMLORD;MONSTER;DEMONIC;TANARI;TANARRI;demlord;;BG2;Lesser Demon Lord;;
DEMMAU01;MONSTER;DEMONIC;TANARI;LICH_BLACK;demmau01;;BG2;Maurezhi;;
DEMNAB01;MONSTER;DEMONIC;TANARI;FIEND_GREEN;demnab01;None;STRATAGEMS;Nabassu;;
DEMNAB02;MONSTER;DEMONIC;TANARI;FIEND_GREEN;demnab01;None;STRATAGEMS;Nabassu;;
DEMNABSU;MONSTER;DEMONIC;TANARI;FIEND_GREEN;demnabsu;None;STRATAGEMS;Nabassu;;
DEMNABSU;MONSTER;DEMONIC;TANARI;TANARRI;demnabsu;None;BG1;Nabassu;;
DEMOGOR1;MONSTER;DEMONIC;TANARI;DOOM_GUARD;demogor1;GorDemo;BG2;Imprisoned One;;
DEMOGOR2;MONSTER;DEMONIC;TANARI;DEMOGORGON;demogor2;zGorDemo;BG2;Demogorgon;;
DEMOSUM1;MONSTER;DEMONIC;TANARI;MARILITH;Demosum1;demosum1;BG2;Marilith;;
DEMOSUM1;MONSTER;DEMONIC;TANARI;MARILITH;Demosum1;demosum1;BG1;Marilith;;
DEMOSUM2;MONSTER;DEMONIC;TANARI;TANARRI;demosum2;demosum2;BG2;Balor;;
DEMOSUM2;MONSTER;DEMONIC;TANARI;TANARRI;demosum2;demosum2;BG1;Balor;;
DEMOSUM3;MONSTER;DEMONIC;TANARI;GLABREZU;demosum3;demosum3;BG2;Glabrezu;;
DEMOSUM3;MONSTER;DEMONIC;TANARI;GLABREZU;demosum3;demosum3;BG1;Glabrezu;;
DEMOSUM4;GIANTHUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;demosum4;demosum4;BG2;Cambion;;
DEMOSUM4;GIANTHUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;demosum4;demosum4;BG1;Cambion;;
DEMPIT;MONSTER;DEMONIC;TANARI;RAVER;dempit;None;BG2;Pit Fiend;;
DEMPIT01;MONSTER;DEMONIC;TANARI;RAVER;dempit01;None;BG2;Pit Fiend;;
DEMPIT01;MONSTER;DEMONIC;TANARI;TANARRI;dempit01;None;BG1;Pit Fiend;;
DEMPITSU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;RAVER;dempit;None;STRATAGEMS;Pit Fiend;;
DEMPITSU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;TANARRI;dempit;None;stratagems;Pit Fiend;;
DEMSUC01;MONSTER;DEMONIC;TANARI;SIRINE;demsuc01;None;BG2;Succubus;;
DEMSUC01;MONSTER;DEMONIC;TANARI;SIRINE;demsuc01;None;BG1;Succubus;;
DERINY01;MONSTER;DEMONIC;IMP;FIGHTER_FEMALE_HUMAN;deriny01;None;BG2;Erinyes;;
DESTUS;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;None;DESTUS;BG1;Destus Gurn;;
DEVAEVIL;HUMANOID;DARKPLANATAR;FIGHTER_CLERIC;CLERIC_FEMALE_ELF;devaevil;DEVAEVIL;SPELL_REV;Fallen Deva;;
DEVAEVIL;HUMANOID;DARKPLANATAR;FIGHTER_CLERIC;CLERIC_FEMALE_ELF;devaevil;DEVAEVIL;stratagems;Fallen Deva;;
DEVAGOOD;HUMANOID;PLANATAR;FIGHTER_CLERIC;CLERIC_MALE_ELF;devagood;DEVAGOOD;SPELL_REV;Deva;;
DEVAGOOD;HUMANOID;PLANATAR;FIGHTER_CLERIC;CLERIC_MALE_ELF;devagood;DEVAGOOD;stratagems;Deva;;
DEVAST01;MONSTER;SOLAR;CLERIC_MAGE;CLERIC_MALE_ELF;None;None;jtweaks;Astral Deva;;
DEVMON01;MONSTER;SOLAR;CLERIC_MAGE;CLERIC_MALE_ELF;None;None;jtweaks;Monadic Deva;;
DGLAB01;MONSTER;DEMONIC;TANARI;GLABREZU;dglab01;None;BG2;Glabrezu;;
DGTROL01;GIANTHUMANOID;TROLL;FIGHTER;TROLL;dgtrol01;;BG2;Troll;;
DGTROL02;GIANTHUMANOID;TROLL;MAGE;TROLL;dgtrol02;;BG2;Troll;;
DIMP01;MONSTER;DEMONIC;IMP;IMP;dimp01;None;BG2;Imp;;
DJINNISU;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI_LEGS;None;;BG2;Djinni;;
DJINNISU;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI_LEGS;None;;BG1;Djinni;;
DOGBLINK;ANIMAL;DOG;DOG_WILD;DOG_WILD;None;;BG1;Blink Dog;BlinkDog;true
DOGWA;ANIMAL;DOG;DOG_WAR;DOG_WAR;None;;BG1;War Dog;WarDog;true
DOGWAR01;ANIMAL;DOG;DOG_WAR;DOG_WAR;None;;BG2;War Dog;WarDog;false
DOGWASU;ANIMAL;DOG;DOG_WAR;DOG_WAR;None;;BG2;War Dog;WarDog;true
DOGWASU;ANIMAL;DOG;DOG_WAR;DOG_WAR;None;;BG1;War Dog;WarDog;true
DOGWAWP;ANIMAL;DOG;DOG_WAR;DOG_WAR;None;;BG2;Astral Hound;SpectralHound;true
DOGWAWP;ANIMAL;DOG;DOG_WAR;DOG_WAR;None;;BG1;Astral Hound;SpectralHound;true
DOGWI;ANIMAL;DOG;DOG_WILD;DOG_WILD;None;;BG1;Wild Dog;WildDog;true
DOGWIL01;ANIMAL;DOG;DOG_WILD;DOG_WILD;None;;BG2;Wild Dog;WildDog;false
DOGWISU;ANIMAL;DOG;DOG_WILD;DOG_WILD;None;;BG2;Rabid Dog;WildDog;true
DOGWISU;ANIMAL;DOG;DOG_WILD;DOG_WILD;None;;BG1;Wild Dog;WildDog;true
DOOMDUR;MONSTER;GOLEM;NO_CLASS;FIGHTER_MALE_DWARF;None;None;stratagems;Dwarven Doom Guard;DoomGuard;true
DOOMGU;MONSTER;GOLEM;GOLEM_IRON;FIGHTER_MALE_HUMAN;None;None;BG1;Doom Guard;DoomGuard;true
DOOMSA;MONSTER;GOLEM;GOLEM_IRON;FIGHTER_MALE_HUMAN;Doomsayer;DOOMSAY;BG1;Doomsayer;DoomSayer;true
DOPALD;MONSTER;DOPPLEGANGER;DOPPLEGANGER;FAT_MAN;dopald;;stratagems;Merchant;;
DOPCLE01;MONSTER;DOPPLEGANGER;CLERIC;CLERIC_MALE_DWARF;DOPKIE;None;STRATAGEMS;Kiel the Legion Killer;;
DOPDOP;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;DOPPLEGANGER_GREATER;Dopdop;;stratagems;Greater Doppelganger;;
DOPDUR;MONSTER;DOPPLEGANGER;FIGHTER;FIGHTER_MALE_DWARF;DOPDUR;None;stratagems;Durlag Trollkiller;;
DOPDUR1;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;FIGHTER_MALE_DWARF;DOPDUR1;DOPDUR1;stratagems;Durlag Trollkiller;;
DOPDUR2;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;FIGHTER_MALE_DWARF;DOPDUR2;DOPDUR2;stratagems;Durlag Trollkiller;;
DOPDUR3;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;FIGHTER_MALE_DWARF;DOPDUR3;DOPDUR3;stratagems;Durlag Trollkiller;;
DOPFUE;MONSTER;DOPPLEGANGER;BARD;THIEF_MALE_DWARF;DOPFUE;None;stratagems;Fuernebol;;
DOPGRE01;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;DOPPLEGANGER_GREATER;None;;STRATAGEMS;Greater Doppelganger;;
DOPISL;MONSTER;DOPPLEGANGER;MAGE;MAGE_FEMALE_DWARF;DOPISL;None;stratagems;Islanne;;
DOPKIE;MONSTER;DOPPLEGANGER;DOPPLEGANGER;CLERIC_MALE_DWARF;DOPKIE;None;stratagems;Kiel the Legion Killer;;
DOPMAG01;MONSTER;DOPPLEGANGER;MAGE;MAGE_FEMALE_DWARF;DOPISL;None;STRATAGEMS;Islanne.;;
DOPMER;MONSTER;DOPPLEGANGER;DOPPLEGANGER;FAT_MAN;SSDopple;Dopmer;stratagems;Merchant;;
DOPMGR01;MONSTER;DOPPLEGANGER;MAGE;DOPPLEGANGER_GREATER;DOPISL;None;STRATAGEMS;Islanne.;;
DOPPGR;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;DOPPLEGANGER_GREATER;None;;stratagems;Greater Doppelganger;;
DOPPL7;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;None;;stratagems;Doppelganger;;
DOPPLE;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;None;;stratagems;Doppelganger;;
DOPPLE01;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;None;;STRATAGEMS;Doppelganger;;
DOPPSS;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;SSDopple;;stratagems;Doppelganger;;
DOPTHI01;MONSTER;DOPPLEGANGER;BARD;THIEF_MALE_DWARF;DOPFUE;None;STRATAGEMS;Fuernebol;;
DOPWAR01;MONSTER;DOPPLEGANGER;FIGHTER;FIGHTER_MALE_DWARF;DOPDUR;None;STRATAGEMS;Durlag Trollkiller;;
DOPZORL;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;None;;stratagems;Doppelganger;;
DPMON01;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;dpmon01;dpmon01;BG2;Mind Flayer;;
DPMON02;UNDEAD;LICH;MAGE;LICH;dpmon02;dpmon02;BG2;Lich;;
DPMON03;UNDEAD;VAMPIRE;VAMPIRE;VAMPIRE;dpmon03;dpmon03;BG2;Vampire;;
DQUAS01;MONSTER;DEMONIC;TANARI;IMP;dquas01;None;BG2;Quasit;;
DRAGBLAC;MONSTER;DRAGON;SHADOW_DRAGON;DRAGON_BLACK;Dragblac;dragblac;BG2;Nizidramanii'yt;;
DRAGBLUE;MONSTER;DRAGON;SHADOW_DRAGON;DRAGON_BLUE;Abazigal;Abazigal;BG2;Abazigal;;
DRAGBROW;MONSTER;DRAGON;RED_DRAGON;DRAGON_BROWN;DragBrow;;BG2;Brown Dragon;;
DRAGPURP;MONSTER;DRAGON;SHADOW_DRAGON;DRAGON_PURPLE;DragPurp;None;BG2;Purple Dragon;;
DRAGRED;MONSTER;DRAGON;RED_DRAGON;DRAGON_RED;DragRed;;BG2;Red Dragon;;
DRAGSHAD;MONSTER;DRAGON;SHADOW_DRAGON;DRAGON_BLACK;ShaDra01;ShaDra01;BG2;Thaxll'ssillyia;;
DRAGSILV;MONSTER;DRAGON;SILVER_DRAGON;DRAGON_SILVER;DragSilv;;BG2;Silver Dragon;;
DRAGYELL;MONSTER;DRAGON;RED_DRAGON;DRAGON_RED;DragYell;;BG2;Yellow Dragon;;
DRAKE01;MONSTER;DRAGON;WYVERN;WYVERN_BIG;drake01;drake01;ascension;Fire Drake;;
DRAKE02;MONSTER;DRAGON;WYVERN;WYVERN_BIG;drake01;drake01;ascension;Shadow Drake;;
DRAKE03;MONSTER;DRAGON;WYVERN;WYVERN_BIG;drake01;drake01;ascension;Ice Drake;;
DRAKE04;MONSTER;DRAGON;WYVERN;WYVERN_BIG;drake01;drake01;ascension;Earth Drake;;
DRBOD;UNDEAD;VAMPIRE;VAMPIRE;BODHI;drbod;None;BG2;Bodhi;;
DREPPI3;MONSTER;DOPPLEGANGER;DOPPLEGANGER;CLERIC_MALE_HUMAN;None;dreppi3;STRATAGEMS;Dreppin;;
DREPPI3;MONSTER;DOPPLEGANGER;DOPPLEGANGER;CLERIC_MALE_HUMAN;None;dreppi3;stratagems;Dreppin;;
DROTH;HUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;Droth;DROTH;BG1;Droth;OgreMage;true
DRSHCH01;HUMANOID;MIST;FIGHTER_MAGE;MIST_CREATURE;drshch01;drshch01;STRATAGEMS;Chaos ;;
DRSHNL01;MONSTER;TROLL;DRUID;TROLL;drshnl02;drshnl01;STRATAGEMS;Nilthiri;;
DRSHNL02;MONSTER;TROLL;TROLL;TROLL;DRSHNL02;DRSHNL02;BG2;Nilthiri;;
DRSHNL11;MONSTER;TROLL;TROLL;TROLL;drshnl02;;BG2;Nilthiri;;
DRSHNL21;MONSTER;TROLL;TROLL;TROLL;drshnl02;;BG2;Nilthiri;;
DRSHSP01;HUMANOID;SPECTRE;MAGE;MONK;drshsp01;drshsp01;BG2;Spirit of the Grove;;
DRSLAYER;GIANTHUMANOID;LICH;MIST;SLAYER;drslayer;drslayer;BG2;Slayer;;
DRSTATU1;HUMANOID;PLATE;LONG_SWORD;DOOM_GUARD;drstatu1;drstatu1;BG2;Statue;;
DRSTATU2;HUMANOID;PLATE;LONG_SWORD;DOOM_GUARD;drstatu2;drstatu2;BG2;Statue;;
DRSTATU3;HUMANOID;PLATE;LONG_SWORD;DOOM_GUARD;drstatu3;drstatu3;BG2;Statue;;
DRUEAR01;MONSTER;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH;None;;FAITHS_AND_POWERS;Earth Elemental;;
DRUFIR01;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;BG2;Fire Elemental;;
DRUSH;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;drush;drush;BG2;Drush;OgreMage;false
DRY01;HUMANOID;BASILISK;INNOCENT;SIRINE;CDryad;dryad;BG2;Dryad;Dryad;true
DRYAD;HUMANOID;FAIRY;INNOCENT;SIRINE;CDryad;dryad;BG1;Dryad of the Cloud Peaks;Dryad;true
DRYAD02;HUMANOID;0;INNOCENT;SIRINE;CDryad;none;BG2;Dryad of the Cloudpeaks;Dryad;true
DRYAD03;HUMANOID;0;INNOCENT;SIRINE;CDryad;none;BG2;Dryad of the Cloudpeaks;Dryad;true
DRYADHA;HUMANOID;FAIRY;FIGHTER;SIRINE;None;none;BG1;Hamadryad;Hamadryad;true
DSTONE1;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;None;;BG2;Stone Golem;StoneGolem;false
DUMFUE;HUMANOID;GOLEM;GOLEM_IRON;DOOM_GUARD;dumfue;None;BG1;Sparring Dummy;IronGolem;false
DUMISL;HUMANOID;GOLEM;GOLEM_IRON;DOOM_GUARD;dumisl;None;BG1;Sparring Dummy;IronGolem;false
DUMKIE;HUMANOID;GOLEM;GOLEM_IRON;DOOM_GUARD;dumkie;None;BG1;Sparring Dummy;IronGolem;false
DUPLICA1;HUMANOID;GOLEM;GOLEM_FLESH;OGRILLON;duplica1;None;BG1;Mirror Fiend;FleshGolem;false
DUPLICA2;MONSTER;ETTERCAP;ETTERCAP;ETTERCAP;duplica2;None;BG1;Mirror Fiend;Ettercap;false
DUPLICA3;MONSTER;DOPPLEGANGER;MAGE;DOPPLEGANGER_GREATER;Duplica3;None;stratagems;Mirror Fiend;;
DUPLICA4;MONSTER;ETTERCAP;ETTERCAP;ETTERCAP;duplica4;None;BG1;Mirror Fiend;Ettercap;false
DUPLICA5;MONSTER;ETTERCAP;ETTERCAP;ETTERCAP;duplica5;None;BG1;Mirror Fiend;Ettercap;false
DUPLICA6;MONSTER;DOPPLEGANGER;MAGE;DOPPLEGANGER_GREATER;Duplica6;None;stratagems;Mirror Fiend;;
DURLAGT;HUMANOID;SPECTRE;INNOCENT;FIGHTER_MALE_DWARF_LOW;DurlagT;DURLAGT;BG1;Durlag Trollkiller;Spectre;true
DURLYL;MONSTER;LYCANTHROPE;INNOCENT;FIGHTER_MALE_HUMAN;DURLYLE;durlyle1;stratagems;Durlyle;;
DURLYL2;MONSTER;LYCANTHROPE;FIGHTER;FIGHTER_MALE_HUMAN;DURLYLE;durlyle2;stratagems;Durlyle;;
DURSWORD;HUMANOID;SWORD;LONG_SWORD;DOOM_GUARD;DURSWORD;DURSWORD;BG1;Durlag's Pride;;
DVAMPFL;UNDEAD;VAMPIRE;VAMPIRE;VAMPIRE;CSThief1;None;BG2;Vampire;;
