
file;level;type;ids;name
SPPR726;1;Innate;CLERIC_SUMMON_DEVA;Summon Deva
SPPR727;1;Innate;CLERIC_SUMMON_FALLEN_DEVA;Summon Fallen Deva
SPPR728;1;Innate;CLERIC_IMPLOSION;Implosion
SPPR729;1;Innate;CLERIC_MASS_RAISE_DEAD;Mass Raise Dead
SPPR730;1;Innate;CLERIC_AURA_OF_FLAMING_DEATH;Aura of Flaming Death
SPPR731;1;Innate;CLERIC_ELEMENTAL_TRANSFORMATION_FIRE;Fire Elemental Transformation
SPPR732;1;Innate;CLERIC_ELEMENTAL_TRANSFORMATION_EARTH;Earth Elemental Transformation
SPPR733;7;Priest;CLERIC_ANIMAL_SUMMONING_LEVEL_7;Animal Summoning VII
SPPR734;7;Priest;CLERIC_SYMBOL_PAIN;Symbol, Pain
SPPR735;7;Priest;CLERIC_SYMBOL_HOPELESSNESS;Symbol, Hopelessness
SPPR736;7;Priest;CLERIC_IMPERVIOUS_SANCTITY_OF_MIND;Impervious Sanctity of Mind
SPPR737;7;Priest;CLERIC_DESTRUCTION;Destruction
SPPR738;7;Priest;CLERIC_GREATER_SHIELD_OF_LATHANDER;Greater Divine Protection
SPPR739;7;Priest;CLERIC_MIST_OF_ELDATH;Healing Mist
SPPR740;7;Priest;CLERIC_WITHER;Wither
SPPR741;7;Priest;CLERIC_FIENDISH_WARDING;Fiendish Warding
SPPR750;7;Priest;CLERIC_ETHER_GATE;Ether Gate
SPPR751;7;Priest;CLERIC_ETHEREAL_RETRIBUTION;Ethereal Retribution
SPPR950;6;Priest;;True Sight
SPPR982;3;Priest;TRAP_DIRE_CHARM;Dire Charm
SPPR983;4;Priest;TRAP_CONFUSION;Confusion
SPPR984;1;Innate;TRAP_CHROMATIC_ORB;Chromatic Orb
SPPR985;1;Innate;TRAP_FLAMESTRIKE;Flame Strike
SPPR986;1;Innate;TRAP_MISCAST_MAGIC;Miscast Magic
SPPR987;1;Innate;TRAP_CALL_LIGHTNING;Call Lightning
SPPR988;1;Innate;TRAP_SILENCE;Silence, 15' Radius
SPPR989;1;Innate;TRAP_HOLD_PERSON;Hold Person
SPPR999;5;Priest;SHOAL_REVIVE;Raise Dead
SPWI001;3;Wizard;TRAP_FIREBALL;Fireball
SPWI002;3;Wizard;TRAP_LIGHTNING_BOLT;Lightning Bolt
SPWI003;1;Wizard;TRAP_MAGIC_MISSILE;Magic Missile
SPWI004;2;Wizard;TRAP_STINKING_CLOUD;Stinking Cloud
SPWI005;0;Special;TRAP_ARROW;
SPWI006;0;Special;TRAP_ARROW_SLAYING;
SPWI007;0;Special;TRAP_ARROW_ACID;
SPWI008;1;Special;TRAP_ARROW_BITING;
SPWI009;0;Special;TRAP_ARROW_DETONATION;
SPWI010;0;Special;TRAP_ARROW_DISPELLING;
SPWI011;0;Special;TRAP_ARROW_FIRE;
SPWI012;0;Special;TRAP_ARROW_ICE;
SPWI013;0;Special;TRAP_ARROW_PIERCING;
SPWI014;3;Wizard;TRAP_MONSTER_SUMMONING;Monster Summoning I
SPWI015;5;Wizard;TRAP_FROST;Frost
SPWI016;5;Wizard;TRAP_CLOUDKILL;Cloudkill
SPWI017;3;Wizard;TRAP_MINOR_LIGHTNING_BOLT;Minor Lightning Bolt
SPWI018;5;Wizard;;Frost
SPWI019;1;Special;;
SPWI020;1;Wizard;TRAP_UNDERWATER_BITE;just ten damage
SPWI021;0;Special;TRAP_HALLWAY_SPIKES;
SPWI022;0;Special;TRAP_MUCK;
SPWI023;0;Special;TRAP_SHADOW_DEATH;
SPWI024;0;Special;TRAP_GUILLOTINE;
SPWI025;1;Wizard;TRAP_LIGHTNING_ORB1;Minor Lightning Bolt
SPWI026;1;Wizard;TRAP_LIGHTNING_ORB2;Minor Lightning Bolt
SPWI027;1;Wizard;TRAP_LIGHTNING_ORB3;Minor Lightning Bolt
SPWI050;5;Wizard;WIZARD_CHAOS_VISUALS_ONLY;Chaos
SPWI051;3;Wizard;WIZARD_DISPEL_MAGIC_VISUALS_ONLY;Dispel Magic
SPWI052;6;Wizard;WIZARD_POWER_WORD_SILENCE_VISUALS_ONLY;Power Word, Silence
SPWI053;6;Wizard;WIZARD_FLESH_TO_STONE_IGNORE_RESISTANCE;Flesh to Stone
SPWI054;7;Wizard;WIZARD_FINGER_OF_DEATH_IGNORE_RESISTANCE;Finger of Death
SPWI055;6;Wizard;WIZARD_DISINTEGRATE_IGNORE_RESISTANCE;Disintegrate
SPWI056;6;Wizard;WIZARD_DISINTEGRATE2_IGNORE_RESISTANCE;Disintegrate
SPWI101;1;Wizard;WIZARD_GREASE;Grease
SPWI102;1;Wizard;WIZARD_ARMOR;Mage Armor
SPWI103;1;Wizard;WIZARD_BURNING_HANDS;Burning Hands
SPWI104;1;Wizard;WIZARD_CHARM_PERSON;Charm Person
SPWI105;1;Wizard;WIZARD_COLOR_SPRAY;Color Spray
SPWI106;1;Wizard;WIZARD_OBSCURING_MIST;Obscuring Mist
SPWI107;1;Wizard;WIZARD_MONSTER_SUMMONING_LEVEL_1;Monster Summoning I
SPWI108;1;Wizard;WIZARD_PROTECTION_FROM_PETRIFICATION;Protection from Petrification
SPWI110;1;Wizard;WIZARD_IDENTIFY;Identify
SPWI111;1;Wizard;WIZARD_TRUE_STRIKE;True Strike
SPWI112;1;Wizard;WIZARD_MAGIC_MISSILE;Magic Missile
SPWI113;1;Wizard;WIZARD_PROTECTION_FROM_EVIL;Protection from Evil
SPWI114;1;Wizard;WIZARD_SHIELD;Shield
SPWI115;1;Wizard;WIZARD_SHOCKING_GRASP;Shocking Grasp
SPWI116;1;Wizard;WIZARD_SLEEP;Sleep
SPWI117;1;Wizard;WIZARD_CHILL_TOUCH;Chill Touch
SPWI118;1;Wizard;WIZARD_CHROMATIC_ORB;Chromatic Orb
SPWI119;1;Wizard;WIZARD_LARLOCH_MINOR_DRAIN;Larloch's Minor Drain
SPWI120;1;Wizard;WIZARD_REFLECTED_IMAGE;Reflected Image
SPWI123;1;Wizard;WIZARD_FIND_FAMILAR;Find Familiar
SPWI124;1;Wizard;WIZARD_NAHALS_RECKLESS_DWEOMER;Nahal's Reckless Dweomer
SPWI125;1;Wizard;WIZARD_SPOOK;Spook
SPWI126;1;Wizard;WIZARD_EXPEDITIOUS_RETREAT;Expeditious Retreat
SPWI127;1;Wizard;WIZARD_DIMENSION_JUMP;Dimension Jump
SPWI128;1;Wizard;WIZARD_KNOW_ALIGNMENT;Detect Alignment
SPWI129;1;Wizard;WIZARD_STONEFIST;Stonefist
SPWI130;1;Wizard;WIZARD_ICE_KNIFE;Ice Knife
SPWI201;2;Wizard;WIZARD_BLUR;Blur
SPWI202;2;Wizard;WIZARD_DETECT_EVIL_DEPRECATED;Detect Alignment
SPWI203;2;Wizard;WIZARD_DETECT_INVISIBILITY;Detect Invisibility
SPWI205;2;Wizard;WIZARD_HORROR;Horror
SPWI206;2;Wizard;WIZARD_INVISIBILITY;Invisibility
SPWI207;2;Wizard;WIZARD_KNOCK;Battering Ram
SPWI208;2;Wizard;WIZARD_KNOW_OPPONENT;Know Opponent
SPWI209;2;Wizard;WIZARD_LUCK;Luck
SPWI210;2;Wizard;WIZARD_RESIST_FEAR;Resist Fear
SPWI211;2;Wizard;WIZARD_MELF_ACID_ARROW;Melf's Acid Arrow
SPWI212;2;Wizard;WIZARD_MIRROR_IMAGE;Mirror Image
SPWI213;2;Wizard;WIZARD_STINKING_CLOUD;Stinking Cloud
SPWI214;2;Wizard;WIZARD_STRENGTH;Strength
SPWI215;2;Wizard;WIZARD_WEB;Web
SPWI217;2;Wizard;WIZARD_AGANNAZAR_SCORCHER;Agannazar's Scorcher
SPWI218;2;Wizard;WIZARD_GHOUL_TOUCH;Ghoul Touch
SPWI219;2;Wizard;WIZARD_VOCALIZE;Vocalize
SPWI220;2;Wizard;WIZARD_POWER_WORD_SLEEP;Power Word Sleep
SPWI221;2;Wizard;WIZARD_RAY_OF_ENFEEBLEMENT;Ray of Enfeeblement
SPWI222;2;Wizard;WIZARD_CHAOS_SHIELD;Chaos Shield
SPWI223;2;Wizard;WIZARD_SOUND_BURST;Sound Burst
SPWI224;2;Wizard;WIZARD_GLITTERDUST;Glitterdust
SPWI225;2;Wizard;WIZARD_RESIST_ELEMENTS;Resist Elements
SPWI226;2;Wizard;WIZARD_MONSTER_SUMMONING_LEVEL_2;Monster Summoning II
SPWI227;2;Wizard;WIZARD_SNILLOCS_SNOWBALL_SWARM;Snilloc's Snowball Swarm
SPWI228;2;Wizard;WIZARD_DECASTAVE;Decastave
SPWI229;2;Wizard;WIZARD_CATS_GRACE;Cat's Grace
SPWI230;2;Wizard;WIZARD_MINOR_LIGHTNING_BOLT;Minor Lightning Bolt
SPWI231;2;Wizard;WIZARD_COMBUST;Combust
SPWI298;2;Wizard;CONTINGENCY_MIRROR_IMAGE;Contingency – Mirror Image
SPWI299;2;Wizard;;Summon Cow
SPWI301;3;Wizard;WIZARD_CLAIRVOYANCE;Clairvoyance
SPWI302;3;Wizard;WIZARD_REMOVE_MAGIC;Dispel Magic
SPWI303;3;Wizard;WIZARD_FLAME_ARROW;Flame Arrow
SPWI304;3;Wizard;WIZARD_FIREBALL;Fireball
SPWI305;3;Wizard;WIZARD_HASTE;Haste
SPWI306;3;Wizard;WIZARD_HOLD_PERSON;Hold Person
SPWI307;3;Wizard;WIZARD_INVISIBILITY_10_FOOT;Invisibility Sphere
SPWI308;3;Wizard;WIZARD_LIGHTNING_BOLT;Lightning Bolt
SPWI309;3;Wizard;WIZARD_MONSTER_SUMMONING_LEVEL_3;Monster Summoning III
SPWI310;3;Wizard;WIZARD_NON_DETECTION;Non-Detection
SPWI311;3;Wizard;WIZARD_PROTECTION_FROM_NORMAL_MISSILES;Protection from Missiles
SPWI312;3;Wizard;WIZARD_SLOW;Slow
SPWI313;3;Wizard;WIZARD_SKULL_TRAP;Skull Trap
SPWI314;3;Wizard;WIZARD_VAMPIRIC_TOUCH;Vampiric Touch
SPWI315;3;Wizard;WIZARD_WRAITH_FORM;Wraithform
SPWI316;3;Wizard;WIZARD_DIRE_CHARM;Dire Charm
SPWI317;3;Wizard;WIZARD_GHOST_ARMOR;Ghost Armor
SPWI318;3;Wizard;WIZARD_MINOR_SPELL_DEFLECTION;Minor Spell Deflection
SPWI319;4;Wizard;WIZARD_PROTECTION_FROM_FIRE;Protection from Fire
SPWI320;4;Wizard;WIZARD_PROTECTION_FROM_COLD;Protection from Cold
SPWI321;3;Wizard;WIZARD_SPELL_THRUST;Spell Thrust
SPWI322;3;Wizard;WIZARD_DETECT_ILLUSION;Detect Illusion
SPWI323;3;Wizard;WIZARD_ICELANCE;Icelance
SPWI324;3;Wizard;WIZARD_HOLD_UNDEAD;Halt Undead
SPWI325;3;Wizard;WIZARD_MELF_METEOR;Melf's Minute Meteors
SPWI326;3;Wizard;WIZARD_TRUE_DISPEL_MAGIC;Dispel Magic
SPWI327;3;Wizard;WIZARD_LANCE_OF_DISRUPTION;Lance of Disruption
SPWI328;3;Wizard;WIZARD_TURN_PEBBLE_TO_BOULDER;Turn Pebble to Boulder
SPWI399;3;Wizard;;Lightning Bolt
SPWI401;4;Wizard;WIZARD_CONFUSION;Confusion
SPWI402;4;Wizard;WIZARD_DIMENSION_DOOR_DEPRECATED;Dimension Jump
SPWI403;4;Wizard;WIZARD_FIRE_SHIELD_BLUE;Mestil's Acid Sheath
SPWI404;4;Wizard;WIZARD_ICE_STORM;Ice Storm
SPWI405;4;Wizard;WIZARD_IMPROVED_INVISIBILITY;Improved Invisibility
SPWI406;4;Wizard;WIZARD_MINOR_GLOBE_OF_INVULNERABILITY;Minor Globe of Invulnerability
SPWI407;4;Wizard;WIZARD_MONSTER_SUMMONING_2_DEPRECATED;Monster Summoning II
SPWI408;4;Wizard;WIZARD_STONE_SKIN;Stoneskin
SPWI409;4;Wizard;WIZARD_CONTAGION;Contagion
SPWI410;4;Wizard;WIZARD_REMOVE_CURSE;Break Enchantment
SPWI411;4;Wizard;WIZARD_EMOTION_HOPELESSNESS;Emotion, Hopelessness
SPWI412;4;Wizard;WIZARD_GREATER_MALISON;Greater Malison
SPWI413;4;Wizard;WIZARD_OTILUKES_RESILIENT_SPHERE;Otiluke's Resilient Sphere
SPWI414;4;Wizard;WIZARD_SPIRIT_ARMOR;Spirit Armor
SPWI415;4;Wizard;WIZARD_POLYMORPH_OTHER;Polymorph Other
SPWI416;4;Wizard;WIZARD_POLYMORPH_SELF;Polymorph Self
SPWI417;4;Wizard;WIZARD_ENCHANTED_WEAPON;Enchanted Weapon
SPWI418;4;Wizard;WIZARD_FIRE_SHIELD_RED;Fire Shield
SPWI419;4;Wizard;WIZARD_SECRET_WORD;Secret Word
SPWI420;4;Wizard;WIZARD_MINOR_SEQUENCER;Simbul's Spell Matrix
SPWI421;4;Wizard;WIZARD_TELEPORT_FIELD;Teleport Field
SPWI422;4;Wizard;WIZARD_PROTECTION_FROM_ELEMENTAL_ENERGY;Protection from Elemental Energy
SPWI423;4;Wizard;WIZARD_SPIDER_SPAWN;Monster Summoning IV
SPWI424;4;Wizard;WIZARD_FAR_SIGHT;Farsight
SPWI425;4;Wizard;WIZARD_EYE;Wizard Eye
SPWI426;4;Wizard;WIZARD_VITRIOLIC_SPHERE;Vitriolic Sphere
SPWI427;4;Wizard;WIZARD_BELTYNS_BURNING_BLOOD;Beltyn's Burning Blood
SPWI428;4;Wizard;WIZARD_EMOTION_COURAGE;Emotion, Courage
SPWI429;4;Wizard;WIZARD_EMOTION_HOPE;Emotion, Hope
SPWI430;4;Wizard;WIZARD_EMOTION_FEAR;Emotion, Fear
SPWI431;4;Wizard;WIZARD_MORDENKAINENS_FORCE_MISSILES;Mordenkainen's Force Missiles
SPWI432;4;Wizard;WIZARD_SHOUT;Shout
SPWI433;4;Wizard;WIZARD_SHADOW_MONSTERS;Shadow Monsters
SPWI461;1;Innate;;Shapeshift: Flind
SPWI462;1;Innate;;Shapeshift: Ogre
SPWI463;1;Innate;;Shapeshift: Mustard Jelly
SPWI464;1;Innate;;Shapeshift: Spider
SPWI465;1;Innate;;Shapeshifts Winter Wolf
SPWI483;0;Innate;;Morning Star
SPWI484;0;Innate;;Quarterstaff
SPWI485;0;Innate;;Long Sword
SPWI486;0;Innate;;Short Sword
SPWI487;0;Innate;;Axe
SPWI488;0;Innate;;Mace
SPWI489;1;Innate;;Shapeshift: Natural Form
SPWI490;1;Innate;WIZARD_POLYMORPH_NATURAL_FORM;Shapeshift: Natural Form
SPWI491;1;Innate;;Shapeshift: Natural Form
SPWI493;1;Innate;WIZARD_POLYMORPH_FLIND;Shapeshift: Flind
SPWI494;1;Innate;WIZARD_POLYMORPH_OGRE;Shapeshift: Ogre
SPWI495;1;Innate;WIZARD_POLYMORPH_SPIDER;Shapeshift: Spider
SPWI496;1;Innate;WIZARD_POLYMORPH_MUSTARD_JELLY;Shapeshift: Mustard Jelly
SPWI497;1;Innate;WIZARD_POLYMORPH_BROWN_BEAR;Shapeshift: Brown Bear
SPWI498;1;Innate;WIZARD_POLYMORPH_BLACK_BEAR;Shapeshift: Black Bear
SPWI499;1;Innate;WIZARD_POLYMORPH_WOLF;Shapeshift: Wolf
SPWI501;5;Wizard;WIZARD_SUMMON_SHADOW;Summon Shadow
SPWI502;5;Wizard;WIZARD_CLOUDKILL;Cloudkill
SPWI503;5;Wizard;WIZARD_CONE_OF_COLD;Cone of Cold
SPWI504;5;Wizard;WIZARD_MONSTER_SUMMONING_LEVEL_5;Monster Summoning V
SPWI505;5;Wizard;WIZARD_SHADOW_DOOR;Shadow Door
SPWI506;5;Wizard;WIZARD_DOMINATION;Domination
SPWI507;5;Wizard;WIZARD_HOLD_MONSTER;Hold Monster
SPWI508;5;Wizard;WIZARD_WAVES_OF_FATIGUE;Waves of Fatigue
SPWI509;5;Wizard;WIZARD_FEEBLEMIND;Feeblemind
SPWI510;5;Wizard;WIZARD_SPELL_IMMUNITY;Dispelling Screen
SPWI511;5;Wizard;WIZARD_PROTECTION_FROM_NORMAL_WEAPONS;Protection from Normal Weapons
SPWI512;4;Wizard;WIZARD_PROTECTION_FROM_ELECTRICITY;Protection from Electricity
SPWI513;5;Wizard;WIZARD_BREACH;Breach
SPWI514;5;Wizard;WIZARD_LOWER_RESISTANCE;Lower Resistance
SPWI515;5;Wizard;WIZARD_ORACLE;Oracle
SPWI516;5;Wizard;WIZARD_CONJURE_LESSER_FIRE_ELEMENTAL;Conjure Lesser Fire Elemental
SPWI517;4;Wizard;WIZARD_PROTECTION_FROM_ACID;Protection from Acid
SPWI518;5;Wizard;WIZARD_PHANTOM_BLADE;Phantom Blade
SPWI519;5;Wizard;WIZARD_SPELL_SHIELD;Spell Shield
SPWI520;5;Wizard;WIZARD_CONJURE_LESSER_AIR_ELEMENTAL;Conjure Lesser Air Elemental
SPWI521;5;Wizard;WIZARD_CONJURE_LESSER_EARTH_ELEMENTAL;Conjure Lesser Earth Elemental
SPWI522;5;Wizard;WIZARD_SPELL_DEFLECTION;Spell Deflection
SPWI523;5;Wizard;WIZARD_SUN_FIRE;Fireburst
SPWI524;5;Wizard;WIZARD_MESTILS_ACID_SHEATH;Mestil's Acid Sheath
SPWI525;5;Wizard;WIZARD_SHROUD_OF_FLAME;Shroud of Flame
SPWI526;5;Wizard;WIZARD_CONJURE_LESSER_WATER_ELEMENTAL;Conjure Lesser Water Elemental
SPWI527;5;Wizard;WIZARD_DEMI_SHADOW_MONSTERS;Demi-Shadow Monsters
SPWI528;5;Wizard;WIZARD_TELEKINESIS;Telekinesis
SPWI590;5;Wizard;WIZARD_SPELL_IMMUNITY_ABJURATION;Dispelling Screen
SPWI591;5;Wizard;WIZARD_SPELL_IMMUNITY_CONJURATION;Immunity: Conjuration
SPWI592;5;Wizard;WIZARD_SPELL_IMMUNITY_DIVINATION;Non-Detection
SPWI593;5;Wizard;WIZARD_SPELL_IMMUNITY_ENCHANTMENT;Mind Blank
SPWI594;5;Wizard;WIZARD_SPELL_IMMUNITY_ILLUSIONIST;Immunity: Illusion
SPWI595;5;Wizard;WIZARD_SPELL_IMMUNITY_INVOCATION;Immunity: Evocation
SPWI596;5;Wizard;WIZARD_SPELL_IMMUNITY_NECROMANCY;Immunity: Necromancy
SPWI597;5;Wizard;WIZARD_SPELL_IMMUNITY_ALTERATION;Immunity: Alteration
SPWI601;6;Wizard;WIZARD_INVISIBLE_STALKER;Invisible Stalker
SPWI602;6;Wizard;WIZARD_GLOBE_OF_INVULNERABILITY;Globe of Invulnerability
SPWI603;6;Wizard;WIZARD_TENSERS_TRANSFORMATION;Tenser's Transformation
SPWI604;6;Wizard;WIZARD_FLESH_TO_STONE;Flesh to Stone
SPWI605;6;Wizard;WIZARD_DEATH_SPELL;Banishment
SPWI606;6;Wizard;WIZARD_PROTECTION_FROM_MAGIC_ENERGY;Protection from Magic Energy
SPWI607;6;Wizard;WIZARD_MISLEAD;Mislead
SPWI608;6;Wizard;WIZARD_PIERCE_MAGIC;Pierce Magic
SPWI609;6;Wizard;WIZARD_TRUE_SIGHT;True Seeing
SPWI610;6;Wizard;WIZARD_MONSTER_SUMMONING_LEVEL_6;Monster Summoning VI
SPWI611;6;Wizard;WIZARD_PROTECTION_FROM_MAGIC_WEAPONS;Protection from Magical Weapons
SPWI612;6;Wizard;WIZARD_POWER_WORD_SILENCE;Power Word Silence
SPWI613;6;Wizard;WIZARD_IMPROVED_HASTE;Improved Haste
SPWI614;6;Wizard;WIZARD_DEATH_FOG;Acid Fog
SPWI615;6;Wizard;WIZARD_CHAIN_LIGHTNING;Chain Lightning
SPWI616;6;Wizard;WIZARD_DISINTEGRATE;Disintegrate
SPWI617;6;Wizard;WIZARD_CONTINGENCY;Contingency
SPWI618;6;Wizard;WIZARD_SPELL_DEFLECTION_DEPRECATED;Spell Deflection
SPWI619;6;Wizard;WIZARD_WYVERN_CALL;Wyvern Call
SPWI620;6;Wizard;WIZARD_CONJURE_FIRE_ELEMENTAL;Conjure Fire Elemental
SPWI621;6;Wizard;WIZARD_CONJURE_AIR_ELEMENTAL;Conjure Air Elemental
SPWI622;6;Wizard;WIZARD_CONJURE_EARTH_ELEMENTAL;Conjure Earth Elemental
SPWI623;6;Wizard;WIZARD_CARRION;Animate Skeleton Warrior
SPWI624;6;Wizard;WIZARD_SUMMON_NISHRUU;Summon Nishruu
SPWI625;6;Wizard;WIZARD_STONE_TO_FLESH;Stone to Flesh
SPWI626;6;Wizard;WIZARD_OTILUKES_FREEZING_SPHERE;Otiluke's Freezing Sphere
SPWI627;6;Wizard;WIZARD_DARTS_OF_BONE;Darts of Bone
SPWI628;6;Wizard;WIZARD_SOUL_EATER;Soul Eater
SPWI629;6;Wizard;WIZARD_TROLLISH_FORTITUDE;Trollish Fortitude
SPWI630;6;Wizard;WIZARD_ANTIMAGIC_SHELL;Antimagic Shell
SPWI631;6;Wizard;WIZARD_LICH_TOUCH;Lich Touch
SPWI632;6;Wizard;WIZARD_SHADES;Shades
SPWI633;6;Wizard;WIZARD_CONJURE_WATER_ELEMENTAL;Conjure Water Elemental
SPWI701;7;Wizard;WIZARD_SPELL_TURNING;Greater Spell Deflection
SPWI702;7;Wizard;WIZARD_PROTECTION_FROM_THE_ELEMENTS;Protection from the Elements
SPWI703;7;Wizard;WIZARD_PROJECT_IMAGE;Project Image
SPWI704;7;Wizard;WIZARD_RUBY_RAY_OF_REVERSAL;Ruby Ray of Reversal
SPWI705;7;Wizard;WIZARD_WARDING_WHIP;Khelben's Warding Whip
SPWI706;7;Wizard;WIZARD_MONSTER_SUMMONING_LEVEL_7;Monster Summoning VII
SPWI707;7;Wizard;WIZARD_SUMMON_DEATH_KNIGHT;Summon Death Knight
SPWI708;7;Wizard;WIZARD_MANTLE;Prismatic Mantle
SPWI710;7;Wizard;WIZARD_SPELL_SEQUENCER;Simbul's Spell Sequencer
SPWI711;7;Wizard;WIZARD_SPHERE_OF_CHAOS;Chaos
SPWI712;7;Wizard;WIZARD_DELAYED_BLAST_FIREBALL;Delayed Blast Fireball
SPWI713;7;Wizard;WIZARD_FINGER_OF_DEATH;Finger of Death
SPWI714;7;Wizard;WIZARD_PRISMATIC_SPRAY;Prismatic Spray
SPWI715;7;Wizard;WIZARD_POWER_WORD_STUN;Power Word Stun
SPWI716;7;Wizard;WIZARD_MORDENKAINENS_SWORD;Mordenkainen's Sword
SPWI717;7;Wizard;WIZARD_SUMMON_EFREET;Summon Efreeti
SPWI718;7;Wizard;WIZARD_SUMMON_DJINNI;Summon Djinni
SPWI719;7;Wizard;WIZARD_SUMMON_HAKEASHAR;Summon Nishruu
SPWI720;7;Wizard;WIZARD_CONTROL_UNDEAD;Control Undead
SPWI721;7;Wizard;WIZARD_MASS_INVISIBILITY;Mass Invisibility
SPWI722;7;Wizard;WIZARD_LIMITED_WISH;Limited Wish
SPWI723;7;Wizard;WIZARD_IMPROVED_CHAOS_SHIELD;Improved Chaos Shield
SPWI724;7;Wizard;WIZARD_ACID_STORM;Acid Storm
SPWI725;7;Wizard;WIZARD_SUFFOCATE;Suffocate
SPWI726;7;Wizard;WIZARD_MORDENKAINENS_SWORD_IWD;Mordenkainen's Force Blade
SPWI727;7;Wizard;WIZARD_MALAVONS_RAGE;Malavon's Rage
SPWI728;7;Wizard;WIZARD_SEVEN_EYES;Seven Eyes
SPWI801;8;Wizard;WIZARD_GHOSTFORM;Ghostform
SPWI802;8;Wizard;WIZARD_MIND_BLANK;Mind Blank
SPWI803;8;Wizard;WIZARD_PROTECTION_FROM_ENERGY;Protection from Energy
SPWI804;8;Wizard;WIZARD_SIMULACRUM;Simulacrum
SPWI805;8;Wizard;WIZARD_PIERCE_SHIELD;Pierce Shield
SPWI806;8;Wizard;WIZARD_MONSTER_SUMMONING_LEVEL_8;Monster Summoning VIII
SPWI807;8;Wizard;WIZARD_SUMMON_FIEND;Summon Fiend
SPWI808;8;Wizard;WIZARD_MOMENT_OF_PRESCIENCE;Moment of Prescience
SPWI809;8;Wizard;WIZARD_SPELL_TRIGGER;Simbul's Spell Trigger
SPWI810;8;Wizard;WIZARD_INCENDIARY_CLOUD;Incendiary Cloud
SPWI811;8;Wizard;WIZARD_SYMBOL_WEAKNESS;Symbol of Weakness
SPWI812;8;Wizard;WIZARD_ABI_DALZIMS_HORRID_WILTING;Abi-Dalzim's Horrid Wilting
SPWI813;8;Wizard;WIZARD_MAZE;Maze
SPWI815;8;Wizard;WIZARD_POWER_WORD_BLIND;Power Word Blind
SPWI816;8;Wizard;WIZARD_SYMBOL_STUN;Symbol of Stunning
SPWI817;8;Wizard;WIZARD_SYMBOL_DEATH;Symbol of Death
SPWI818;8;Wizard;WIZARD_BIGBYS_ICY_GRASP;Bigby's Icy Grasp
SPWI819;8;Wizard;WIZARD_GREAT_SHOUT;Great Shout
SPWI820;8;Wizard;WIZARD_IRON_BODY;Iron Body
SPWI821;8;Wizard;WIZARD_TELEKINETIC_STORM;Telekinetic Storm
SPWI853;4;Wizard;;Otiluke's Resilient Sphere
SPWI888;3;Wizard;FORCE_DAMAGE_1;Flame Arrow
SPWI897;8;Wizard;WIZARD_NPC_SYMBOL_DEATH;Symbol, Death
SPWI898;8;Wizard;WIZARD_NPC_SYMBOL_STUN;Symbol, Stun
SPWI899;8;Wizard;WIZARD_NPC_SYMBOL_FEAR;Symbol, Fear
SPWI901;9;Wizard;WIZARD_MONSTER_SUMMONING_7;Monster Summoning VII
SPWI902;9;Wizard;WIZARD_SPELL_TRAP;Spell Trap
SPWI903;9;Wizard;WIZARD_SPELL_STRIKE;Spellstrike
SPWI904;9;Wizard;WIZARD_STORMBOLTS;Stormbolts
SPWI905;9;Wizard;WIZARD_GATE;Gate
SPWI906;9;Wizard;WIZARD_VERIDONS_ICY_RAY;Veridon's Icy Ray
SPWI907;9;Wizard;WIZARD_ABSOLUTE_IMMUNITY;Absolute Immunity
SPWI908;9;Wizard;WIZARD_CHAIN_CONTINGENCY;Chain Contingency
SPWI909;9;Wizard;WIZARD_TIME_STOP;Time Stop
SPWI910;9;Wizard;WIZARD_IMPRISONMENT;Imprisonment
SPWI911;9;Wizard;WIZARD_METEOR_SWARM;Meteor Swarm
SPWI912;9;Wizard;WIZARD_POWER_WORD_KILL;Power Word Kill
SPWI913;9;Wizard;WIZARD_WAIL_OF_THE_BANSHEE;Wail of the Banshee
SPWI914;9;Wizard;WIZARD_ENERGY_DRAIN;Larloch's Energy Drain
SPWI915;9;Wizard;WIZARD_BLACK_BLADE_OF_DISASTER;Black Blade of Disaster
SPWI916;9;Wizard;WIZARD_SHAPECHANGE;Shapechange
SPWI917;9;Wizard;WIZARD_FREEDOM;Freedom
SPWI918;9;Wizard;WIZARD_BIGBYS_CRUSHING_HAND;Bigby's Crushing Hand
SPWI919;9;Wizard;WIZARD_WISH;Wish
SPWI920;1;Innate;WIZARD_ENERGY_BLADES;Energy Blades
SPWI921;1;Innate;WIZARD_IMPROVED_ALUCRITY;Improved Alacrity
SPWI922;1;Innate;WIZARD_DRAGONS_BREATH;Dragon's Breath
SPWI923;1;Innate;WIZARD_SUMMON_PLANATAR_GOOD;Summon Planetar
SPWI924;1;Innate;WIZARD_SUMMON_PLANATAR_EVIL;Summon Dark Planetar
SPWI925;1;Innate;WIZARD_COMET;Comet
SPWI926;4;Wizard;QUICK_TELEPORT;Dimension Door
SPWI927;0;Wizard;SUCCUBUS_ETHEREAL;Ethereal
SPWI928;0;Wizard;SUCCUBUS_ENERGY_DRAIN;Energy Drain
SPWI929;0;Wizard;SUCCUBUS_CHARM_FEMALE;Charm Person
SPWI930;0;Wizard;SUCCUBUS_CHARM_MALE;Charm Person
SPWI931;4;Wizard;SUCCUBUS_TELEPORT;Teleport Without Error
SPWI932;0;Wizard;TANARI_CHANGE;
