
file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;name
MONKD2;HUMANOID;HUMAN;INNOCENT;CLERIC_MALE_HUMAN;None;monkd2;3;MALE;MALE;NEUTRAL;SHOUT;PRIEST1;None;None;wdasight;;;;;;STAF01;;;;120;Monk
MONKDE;HUMANOID;HUMAN;INNOCENT;CLERIC_MALE_HUMAN;None;monkde;3;MALE;MALE;NEUTRAL;SHOUT;PRIEST3;None;None;wdasight;;;;;;STAF01;;;;120;Monk
MONKEN;HUMANOID;HUMAN;INNOCENT;CLERIC_MALE_HUMAN;None;monken;4;MALE;MALE;NEUTRAL;GUARDS;SHOUT;None;PRIEST2;wdasight;;;;;;STAF01;;;;270;Monk
MONKTU1;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU1;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU2;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU2;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU20;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU20;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU3;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU3;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU4;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU4;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU5;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU5;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU6;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU6;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU7;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU7;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU8;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU8;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MONKTU9;HUMANOID;HUMAN;INNOCENT;MONK;None;MONKTU9;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;Tutor
MOOK;HUMANOID;ELF;THIEF;THIEF_FEMALE_ELF;Mook;mook;6;FEMALE;FEMALE;NEUTRAL;MOOK;None;None;None;wtasight;;;;;;SW1H07;;;;500;Mook
MOOK02;HUMANOID;ELF;THIEF;THIEF_FEMALE_ELF;Mook;mook02;6;FEMALE;FEMALE;NEUTRAL;GENSHT01;SHOUTDLG;None;None;wtasight;;;;;;SW1H07;;;;500;Mook
MOOKFT01;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;None;;10;MALE;MALE;ENEMY;GENSHT01;None;None;None;WTASIGHT;HELM01;SHLD01;;;;HAMM01;;;;1400;Shadow Thief
MOOKFT02;HUMANOID;HUMAN;THIEF;SHADOW_THIEF;None;;10;MALE;MALE;ENEMY;GENSHT01;None;None;None;WTASIGHT;;;;;;DAGG16;;;;1400;Shadow Thief
MOONDOG;ANIMAL;DOG;DOG_WAR;DOG_MOON;moondog;moondog;12;SUMMONED;MALE;CONTROLLED;moondog;None;None;None;BDSUM00;;;mdog1;immune2;;p3-12m4;;;;0;Cerebus
MOOSE;ANIMAL;MAMMAL;NO_CLASS;MOOSE;None;None;1;MALE;MALE;NEUTRAL;None;prey;None;None;WDRUNSGT;;;;;;;;;;65;Moose
MOOSE01;ANIMAL;MAMMAL;NO_CLASS;MOOSE;moose01;;1;MALE;MALE;NEUTRAL;None;None;prey;None;wdrunsgt;;;;;;;;;;65;Moose
MOURNER1;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;mourner1;mourner1;1;MALE;MALE;NEUTRAL;INITDLG;None;None;None;WTRUNSGT;;;;;;;;;;15;Nevin
MOURNER2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;mourner2;1;FEMALE;FEMALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WDRUNSGT;;;;;;;;;;15;Mourner
MOURNER3;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;mourner3;mourner3;1;MALE;MALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Arthur
MOURNER4;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;mourner4;mourner4;1;FEMALE;FEMALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Maggie
MOURNER5;HUMANOID;HALFLING;INNOCENT;THIEF_MALE_HALFLING;mourner5;mourner5;1;MALE;MALE;NEUTRAL;SHOUT;RUNENEMY;wtrunsgt;None;None;;;;;;;;;;7;Mourner
MOURNER6;HUMANOID;HALFLING;INNOCENT;FIGHTER_FEMALE_HALFLING;mourner6;mourner6;1;FEMALE;FEMALE;NEUTRAL;SHOUT;RUNENEMY;wtrunsgt;None;None;;;;;;;;;;15;Mourner
MOURNER7;HUMANOID;HUMAN;INNOCENT;GIRL;Risa;mourner7;1;FEMALE;FEMALE;NEUTRAL;SHOUT;RUNENEMY;RISA;None;WTRUNSGT;;;;;;;;;;15;Risa
MOURNER8;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;None;mourner8;8;FEMALE;FEMALE;NEUTRAL;SHOUT;None;None;None;WDASIGHT;;;;;;HAMM01;;;;15;Mourner
MTOWN1;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;mtown1;1;MALE;MALE;NEUTRAL;extrax;runenemy;wtrunsgt;SHOUT;None;;;;;;;;;;15;Peasant
MTOWN2;HUMANOID;HUMAN;INNOCENT;FAT_MAN;None;mtown2;1;MALE;MALE;NEUTRAL;extrax;MTOWBAZ;shout;RUNENEMY;wtrunsgt;;;;;;;;;;15;Peasant
MTOWN3;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;mtown3;1;MALE;MALE;NEUTRAL;extrax;wtrunsgt;shout;runenemy;None;;;;;;;;;;15;Peasant
MTOWN4;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;mtown4;1;MALE;MALE;NEUTRAL;extrax;shout;runenemy;wtrunsgt;None;;;;;;;;;;15;Peasant
MTOWN5;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;mtown5;1;MALE;MALE;NEUTRAL;Shout;None;None;None;wdrunsgt;;;;;;;;;;15;Tavern Patron
MTOWN6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN_STOOL;None;mtown6;1;MALE;MALE;NEUTRAL;SHOUT;None;None;None;None;;;;;;;;;;15;Commoner
MUGGER1;HUMANOID;HUMAN;THIEF;THIEF_FEMALE_HUMAN;mugger1;mugger1;8;FEMALE;FEMALE;NEUTRAL;INITDLG;None;None;None;WTASIGHT;;;;;;SW1H07;Dart01;;;650;Shady Character
MUGGER2;HUMANOID;DWARF;THIEF;THIEF_MALE_DWARF;SlumsMugger2;mugger2;2;MALE;MALE;NEUTRAL;MUGGER2;None;None;None;WTASIGHT;;;;;;SW1H07;Dart01;;;65;Shady Character
MUGGER3;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;mugger3;mugger3;2;MALE;MALE;NEUTRAL;None;THF01SHT;INITDLG;WTASIGHT;None;;;;;;SW1H07;Dagg05;Dagg05;;65;Shady Character
MUGGER4;GIANTHUMANOID;OGRE;OGRE;OGRE;SlumsMugger4;mugger4;4;MALE;MALE;NEUTRAL;MUGGER4;None;None;None;WTASIGHT;helm01;;;;;Blun06;;;;225;Ogre
MUMFIG01;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;mumfig01;7;FEMALE;FEMALE;NEUTRAL;SHOUTDLG;None;None;None;None;;;;;;;;;;300;Commoner
MUMGRE01;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;MUMGRE01;Mummy;14;NIETHER;MALE;ENEMY;MUMMY01;None;None;None;WTASIGHT;;;IMMUNE3;RING95;;MUMGREW;;;;8000;Greater Mummy
MUMMY;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;Mummy;Mummy;7;NIETHER;MALE;ENEMY;Mummy;None;None;None;WTASIGHT;;;IMMUNE1;RING95;;;;;;3000;Mummy
MUMMY01;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;Mummy01;Mummy;7;NIETHER;MALE;ENEMY;Mummy01;None;None;None;WTASIGHT;;;IMMUNE1;RING95;;MUMMYW;;;;3000;Mummy
MURDBEGG;HUMANOID;HUMAN;INNOCENT;BEGGAR_MAN;None;murdbegg;1;MALE;MALE;NEUTRAL;SHOUT;None;None;None;None;;;;;;;;;;15;Rampah
MURDBOY1;HUMANOID;HUMAN;INNOCENT;BOY;Faraji;murdboy1;1;MALE;MALE;NEUTRAL;SHOUT;None;FARAJI;None;None;;;;;;;;;;7;Faraji
MURDGIRL;HUMANOID;HUMAN;INNOCENT;HARLOT_WOMAN;None;murdgirl;1;FEMALE;FEMALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Rose Bouquet
MURTLEN;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;murtlen;1;MALE;MALE;NEUTRAL;SHOUT;runenemy;wtrunsgt;None;None;;;;;;;;;;15;Murtlen
MVGUARD1;HUMANOID;HUMAN;FIGHTER_THIEF;FIGHTER_MALE_HUMAN;None;mvguard1;9;MALE;MALE;NEUTRAL;gpshout;gparcher;None;None;wtasight;;;;;;SW1H04;bow05;;;7000;Assassin
MVPRIES;HUMANOID;HUMAN;CLERIC;CLERIC_MALE_HUMAN;mvpries;MVGUARD1;8;MALE;MALE;NEUTRAL;gpshout;pries8b;None;None;wtasight;;;;;;staf01;;;;2000;Priest of Cyric
NALBARG;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;nalbarg;nalbarg;16;MALE;MALE;NEUTRAL;SHOUT;None;None;None;WTASIGHT;;;;;;;;;;9000;Barg
NALDEAD;HUMANOID;HUMAN;MAGE_THIEF;THIEF_FEMALE_HUMAN;nalia;NALIA;9;FEMALE;FEMALE;NEUTRAL;initdlg;None;None;None;None;;shld08;;;;sw1h07;dagg05;;;0;Nalia
NALDIRT;HUMANOID;HUMAN;FIGHTER;CLERIC_MALE_HUMAN;naldirt;naldirt;16;MALE;MALE;NEUTRAL;;None;SEEENEMY;None;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;3200;Officer Dirth
NALIA10;HUMANOID;HUMAN;MAGE_THIEF;MAGE_FEMALE_HUMAN;nalia;NALIA;9;FEMALE;FEMALE;NEUTRAL;NALIA;None;None;NPCMAGE1;wtasight;;;npring01;;;sw1h07;bow05;;;0;Nalia
NALIA11;HUMANOID;HUMAN;MAGE_THIEF;MAGE_FEMALE_HUMAN;nalia;NALIA;11;FEMALE;FEMALE;NEUTRAL;NALIA;None;None;NPCMAGE1;wtasight;;;npring01;;;sw1h07;bow05;;;0;Nalia
NALIA13;HUMANOID;HUMAN;MAGE_THIEF;MAGE_FEMALE_HUMAN;nalia;NALIA;12;FEMALE;FEMALE;NEUTRAL;NALIA;None;None;NPCMAGE1;wtasight;;;NPRING01;;;SW1H07;BOW05;;;0;Nalia
NALIA15;HUMANOID;HUMAN;MAGE_THIEF;MAGE_FEMALE_HUMAN;nalia;NALIA;13;FEMALE;FEMALE;NEUTRAL;NALIA;None;None;NPCMAGE1;wtasight;;;npring01;;;sw1h07;bow05;;;0;Nalia
NALIA18;HUMANOID;HUMAN;MAGE_THIEF;MAGE_FEMALE_HUMAN;nalia;NALIA25a;13;FEMALE;FEMALE;NEUTRAL;NALI25;None;None;NPCMAGE1;wtasight;;;npring01;ring06;;sw1h74;bow18;;;0;Nalia
NALIA8;HUMANOID;HUMAN;MAGE_THIEF;MAGE_FEMALE_HUMAN;nalia;NALIA;9;FEMALE;FEMALE;NEUTRAL;NALIA;None;None;NPCMAGE1;wtasight;;;npring01;;;sw1h07;bow05;;;0;Nalia
NALIAMES;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;NALIAMES;naliames;12;MALE;MALE;NEUTRAL;naliames;None;None;None;WTASIGHT;;;;;;;;;;1000;Messenger
NALIN;HUMANOID;HUMAN;INNOCENT;CLERIC_MALE_HUMAN;NALIN;nalin;7;MALE;MALE;NEUTRAL;SHOUT;PRIEST4;None;None;wtasight;;;;;;BLUN05;;;;1400;Nalin
NALLA;HUMANOID;HUMAN;BARD;CLERIC_MALE_HUMAN;Nallabir;Nalla;15;MALE;MALE;NEUTRAL;SHOUT;NALLABIR;None;None;WTASIGHT;;;;;;;;;;5600;Stormherald Nallabir
NBEARBL;ANIMAL;BEAR;BEAR_BLACK;BEAR_BLACK;None;;3;MALE;MALE;NEUTRAL;None;None;BEAR;None;WDASIGHT;;;;;;B1-6;;;;175;Black Bear
NBEARBR;ANIMAL;BEAR;BEAR_BROWN;BEAR_BROWN;None;;5;MALE;MALE;NEUTRAL;None;None;BEAR;None;WDASIGHT;;;;;;B1-8;;;;420;Brown Bear
NCAT;ANIMAL;CAT;NO_CLASS;CAT;None;None;1;MALE;MALE;NEUTRAL;None;None;None;None;WDRUNSGT;;;;;;;;;;1;Cat
NCHICK;ANIMAL;BIRD;NO_CLASS;CHICKEN;None;None;1;FEMALE;FEMALE;NEUTRAL;None;None;None;None;wdrunsgt;;;;;;;;;;1;Chicken
NCOW;ANIMAL;MAMMAL;NO_CLASS;COW;None;None;1;FEMALE;FEMALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;Cow
NDOG;ANIMAL;DOG;NO_CLASS;DOG_WILD;None;;1;MALE;MALE;NEUTRAL;WILDDOG;None;None;None;WDASIGHT;;;;;;P1-4;;;;35;Dog
NEB;HUMANOID;GNOME;THIEF;THIEF_MALE_DWARF;neb;neb;16;MALE;MALE;NEUTRAL;shoutdlg;neb1;None;None;None;;;;;;nebdag;;;;3500;Neb
NEEBER;HUMANOID;HUMAN;NO_CLASS;PEASANT_MAN;neeber;neeber;1;MALE;MALE;NEUTRAL;INITDLG2;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Neeber
NEERA10;HUMANOID;HALF_ELF;MAGE;MAGE_FEMALE_ELF;NEERA;NEERA;10;FEMALE;FEMALE;NEUTRAL;NEERA;;;;WTARSGT;;;;;;STAFN1;;;;0;Neera
NEERA11;HUMANOID;HALF_ELF;MAGE;MAGE_FEMALE_ELF;NEERA;NEERA;11;FEMALE;FEMALE;NEUTRAL;NEERA;;;;WTARSGT;;;;;;STAFN1;;;;0;Neera
NEERA12;HUMANOID;HALF_ELF;MAGE;MAGE_FEMALE_ELF;NEERA;NEERA;12;FEMALE;FEMALE;NEUTRAL;NEERA;;;;WTARSGT;;;;;;STAFN1;;;;0;Neera
NEERA13;HUMANOID;HALF_ELF;MAGE;MAGE_FEMALE_ELF;NEERA;NEERA;13;FEMALE;FEMALE;NEUTRAL;NEERA;;;;WTARSGT;;;;;;STAFN1;;;;0;Neera
NEERA15;HUMANOID;HALF_ELF;MAGE;MAGE_FEMALE_ELF;NEERA;NEERA25A;13;FEMALE;FEMALE;NEUTRAL;NEER25;;;;WTARSGT;;;RING06;;;STAFN1;DART03;;;0;Neera
NEERA8;HUMANOID;HALF_ELF;MAGE;MAGE_FEMALE_ELF;NEERA;NEERA;9;FEMALE;FEMALE;NEUTRAL;NEERA;;;;WTARSGT;;;;;;STAFN1;;;;0;Neera
NEVAZIAH;UNDEAD;LICH;MAGE;LICH;nevaziah;nevaziah;20;NIETHER;MALE;NEUTRAL;SHOUTDLG;None;neva;None;WTASIGHT;;;LICH;RING95;;LICH02;;;;8000;Nevaziah
NEVM1;UNDEAD;GHOUL;GHOUL;SHADOW;NevPupil;;5;NIETHER;MALE;ENEMY;None;None;None;None;wdasight;;;RING95;;;wight;;;;175;Wight
NEVM2;UNDEAD;SKELETON;SKELETON_WARRIOR;SKELETON_MONSTER;NevPupil;grskel2;7;NIETHER;MALE;ENEMY;None;None;None;None;WTASIGHT;HELM08;;ring95;;;sw2h01;;;;2200;Skeleton Warrior
NEVM3;UNDEAD;GHOUL;GHOUL_GHAST;GHAST;NevPupil;;6;NIETHER;MALE;ENEMY;GHAST;WTASIGHT;None;None;None;;;RING95;;;GHAST1;;;;650;Ghast
NEVM4;UNDEAD;VAMPYRE;VAMPYRE;VAMPIRE;None;None;15;MALE;MALE;ENEMY;GENSHT01;None;None;VAMPIR01;WDASIGHT;;;VAMPREG;;;VAMP1;;;;2000;Vampyre
NEVM5;UNDEAD;ZOMBIE;ZOMBIE_NORMAL;ZOMBIE;NevPupil;zombie;2;NIETHER;MALE;ENEMY;None;None;None;None;wtasight;;;RING94;IMMUNE1;;B3-12;;;;975;Zombie
NHORSE;ANIMAL;MAMMAL;NO_CLASS;HORSE;None;None;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;Horse
NIKOLA;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;NIKOLAI;nikola;1;MALE;MALE;NEUTRAL;SHOUT;NONE;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;Nikolai
NISHRUSU;MONSTER;MIST;MIST;NISHRUU;None;;9;SUMMONED;MALE;CONTROLLED;Nishru01;None;None;None;None;;;;;;NISHRUU;;;;0;Nishruu
NOBL4;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;nobl4;nobl4;1;MALE;MALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Nobleman
NOBL5;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;None;nobl5;1;MALE;MALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Nobleman
NOBL6;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;None;nobl6;1;MALE;MALE;NEUTRAL;SHOUT;RUNENEMY;None;None;WTRUNSGT;;;;;;;;;;15;Nobleman
NOBLE1;HUMANOID;HUMAN;NO_CLASS;NOBLE_MAN;None;noble1;1;MALE;MALE;NEUTRAL;SHOUT;GLAD2;None;None;WTRUNSGT;;;;ring12;;;;;;15;Nobleman
NOBLE2;HUMANOID;HUMAN;NO_CLASS;FAT_MAN;None;noble2;1;MALE;MALE;NEUTRAL;SHOUT;GLAD2;None;None;WTRUNSGT;;;;;;;;;;15;Nobleman
NOBLEM1;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;None;noblem1;1;MALE;MALE;NEUTRAL;extrax;wtrunsgt;None;SHOUT;runenemy;;;;;;;;;;15;Nobleman
NOBLEM2;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;None;noblem2;1;MALE;MALE;NEUTRAL;extrax;shout;runenemy;wtrunsgt;None;;;;;;;;;;15;Nobleman
NOBLEM3;HUMANOID;HUMAN;INNOCENT;STATIC_NOBLE_MAN_CHAIR;noblem3;noblem3;1;MALE;MALE;NEUTRAL;SHOUT;None;None;None;None;;;;;;;;;;15;Lord Ophal
NOBLEW1;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;None;noblew1;1;FEMALE;FEMALE;NEUTRAL;extrax;SHOUT;runenemy;wtrunsgt;None;;;RING10;;;;;;;15;Noblewoman
NOBLEW2;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;None;noblew2;1;FEMALE;FEMALE;NEUTRAL;extrax;SHOUT;runenemy;wtrunsgt;None;;;;RING10;;;;;;15;Noblewoman
NOBLEW3;HUMANOID;HUMAN;INNOCENT;STATIC_NOBLE_WOMAN_CHAIR;noblew3;noblew3;1;FEMALE;FEMALE;NEUTRAL;SHOUT;None;None;None;None;;;RING11;RING10;;;;;;15;Lady Ophal
NOBW4;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;Noblewom;nobw4;1;FEMALE;FEMALE;NEUTRAL;SHOUT;None;RUNENEMY;None;WTRUNSGT;;;;;;;;;;15;Noblewoman
NOSAVE;HUMANOID;NO_RACE;NO_CLASS;BIRD;NoSave;None;1;NIETHER;MALE;ENEMY;None;None;None;None;None;;;;mage01;imoenhp1;;;;;0;<Invalid Strref -1>
NWOLF;ANIMAL;WOLF;WOLF;WOLF;None;;3;MALE;MALE;NEUTRAL;None;None;WOLF;None;wtasight;;;;;;P1-4;;;;65;Wolf
NWYVBAB;MONSTER;WYVERN;WYVERN;WYVERN;Wyvern;;7;NIETHER;MALE;NEUTRAL;None;None;WYVERN;None;wtasight;;;RING97;;;WYVERN1;WYVERN2;;;450;Baby Wyvern
NYMPHSU;HUMANOID;FAIRY;FAIRY_NYMPH;SIRINE;nymphsu;None;5;SUMMONED;FEMALE;CONTROLLED;nymph;None;None;None;None;;;;;;B1-6;;;;0;Nymph
O#HABOD1;HUMANOID;HUMAN;FIGHTER;AMNIAN_SOLDIER;o#habod1;o#habod1;4;MALE;MALE;ENEMY;;seeenemy;None;None;WTASIGHT;helm12;;;;;SPER01;;;;500;Amnian Bodyguard
O#HABOD2;HUMANOID;HUMAN;FIGHTER;AMNIAN_SOLDIER;o#habod2;o#habod2;4;MALE;MALE;ENEMY;;seeenemy;None;None;WTASIGHT;helm12;;;;;SPER01;;;;500;Amnian Bodyguard
O#HAJAN;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;o#hajan;o#hajan;20;MALE;MALE;ENEMY;o#hajan;mage20b;None;None;None;;;;;;staf02;;;;16000;Janos
O#HALIE1;HUMANOID;HUMAN;INNOCENT;AMNIAN_SOLDIER;o#halie1;o#halie1;8;MALE;MALE;NEUTRAL;;None;SEEENEMY;None;WTARSGT;HELM08;;;;;SPER01;;;;15;Amnian Soldier
O#HALIE2;HUMANOID;HUMAN;INNOCENT;AMNIAN_SOLDIER;o#halie2;o#halie2;8;MALE;MALE;NEUTRAL;;None;SEEENEMY;None;WTARSGT;HELM08;;;;;SPER01;;;;15;Amnian Soldier
O#HALIEU;HUMANOID;HUMAN;FIGHTER;AMNIAN_SOLDIER;o#halieu;o#halieu;16;MALE;MALE;NEUTRAL;o#halieu;GPSHOUT;SHOUTDL2;None;AMNCEN1;HELM08;;;;;sper01;;;;7300;Amnian Centurion
O#HAPRI;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;o#hapri;o#hapri;6;MALE;MALE;NEUTRAL;o#hapri;SHOUT;None;None;WTARSGT;HELM08;;;;;BOW03;SW1H04;;;640;Prison Guard
OBSDEM01;MONSTER;DEMONIC;TANARI;TANARRI;TANAR;obsdem01;12;NIETHER;MALE;ENEMY;obsdem01;TANARI;None;WTASIGHT;None;;;ringdemn;;;S1-10;;;;16000;Lea'liyl
OBSDEM02;HUMANOID;DEMONIC;TANARI;GHOUL;None;;3;NIETHER;MALE;ENEMY;mane01;gensht01;wtasight;;;;;;;;P1-4;;;;975;Mane
OBSDEM03;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;obsdem03;obsdem03;16;NIETHER;MALE;ENEMY;GENSHT01;shoutdlg;None;ELDERORB;WTASIGHT;;;;;;BEHOLD;;;;14000;Elder Orb
OBSDEM04;MONSTER;DEMONIC;TANARI;GHAST;obsdem04;obsdem04;5;NIETHER;MALE;ENEMY;obsdem04;None;None;None;None;;;SEEINVIS;IMMUNE1;;maurezhi;;;;6000;Maurezhi
OBSDEM05;MONSTER;DEMONIC;TANARI;TANARRI;obsdem05;obsdem05;7;NIETHER;MALE;NEUTRAL;obsdem05;None;None;None;wtasight;;;reghp2;RINGDEMN;;BL3-12M4;;;;16000;Nabassu
OBSERVE;HUMANOID;PLATE;LONG_SWORD;BIRD;observe;None;1;NIETHER;MALE;ALLY;None;None;None;None;None;;;;mage01;imoenhp1;;;;;0;<Invalid Strref -1>
OBSFIR01;GIANTHUMANOID;GENIE;GENIE_NOBLE_EFREETI;EFREETI_NOBLE;None;;13;NIETHER;MALE;ENEMY;GENSHT01;None;None;EFREET04;WTASIGHT;;;;;;B3-24;;;;11000;Noble Efreeti
OBSFIR02;HUMANOID;MEPHIT;MEPHIT;IMP;None;;3;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;MEPFIR;;;;;Immcloud;MEPFIR;;;;420;Fire Mephit
OBSFIR03;HUMANOID;MEPHIT;MEPHIT;IMP;None;;3;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;MEPMAG;;;;;Immcloud;MEPMAG;;;;420;Magma Mephit
OBSFIR04;HUMANOID;MEPHIT;MEPHIT;IMP;None;;3;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;MEPSMO;;;REGHP1;;Immcloud;S1-2;;;;420;Smoke Mephit
OBSFIR05;ANIMAL;DOG;DOG_WAR;WOLF_DIRE;None;;7;MALE;MALE;ENEMY;GENSHT01;None;None;HELHOU01;WTASIGHT;;;SEEINVIS;;;P1-10;;;;1400;Hell Hound
OBSFIR06;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;10;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;WDASIGHT;;;IMMUNE2;;;FIREELEM;;;;10000;Greater Fire Elemental
OBSGOL01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;obsgol01;obsgol01;9;NIETHER;MALE;NEUTRAL;obsgolem;None;None;OBSGOL;None;;;IMMUNE1;MINHP1;;GOLCLA;;;;8000;Guardian Golem
OBSGOL02;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;obsgol02;None;1;NIETHER;FEMALE;NEUTRAL;None;None;None;None;None;;;WALLPASS;MAGE01;;;;;;0;Deactivated Guardian Golem
OBSHAL01;HUMANOID;HALFLING;FIGHTER;FIGHTER_MALE_HALFLING;obshal01;obshal01;12;MALE;MALE;ENEMY;gpshout;obshal01;None;None;None;;;;;;BLUN04;;;;5000;Entu
OBSHAL02;HUMANOID;HALFLING;FIGHTER;FIGHTER_MALE_HALFLING;obshal02;obshal02;12;MALE;MALE;ENEMY;obshal02;None;;None;wtasight;helm01;;;;;BLUN08;bow09;;;5000;Togan
OBSHAL03;HUMANOID;HALFLING;MAGE;CLERIC_MALE_HALFLING;obshal03;obshal03;15;MALE;MALE;ENEMY;gpshout;obshal03;LOWBYE;None;None;;;;;;dagg17;;;;11000;Necre
OBSHAL04;HUMANOID;HALFLING;FIGHTER;FIGHTER_MALE_HALFLING;obshal04;obshal04;7;MALE;MALE;ENEMY;gpshout;;wtasight;None;None;helm01;;;;;blun06;;;;1000;Halfling Warrior
OBSHAL05;HUMANOID;HALFLING;MAGE;THIEF_MALE_HALFLING_LOW;obshal05;;16;MALE;MALE;ENEMY;gpshout;mage16c;None;None;wtasight;;;;;;;;;;6000;Kayardi
OBSHAL06;HUMANOID;HALFLING;MAGE;THIEF_FEMALE_HALFLING_LOW;obshal06;None;12;FEMALE;FEMALE;ENEMY;gpshout;mage12d;LOWBYE;None;wtasight;;;;;;;;;;8000;Taibela
OBSHAL07;HUMANOID;HALFLING;CLERIC;CLERIC_MALE_HALFLING_LOW;pries18a;None;18;MALE;MALE;ENEMY;gpshout;pries18a;None;None;wtasight;;;;;;BLUN01;;;;14000;Mogadish
OBSICE01;GIANTHUMANOID;TROLL;TROLL;TROLL_SNOW;None;;9;NIETHER;MALE;ENEMY;obsice11;None;None;GENSHT01;WTASIGHT;;;TROLLREG;TROLLIMM;MONHP1;TROLL01;;;;1400;Snow Troll
