file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;summon;comment;MonsterId;ValidatedMonsterId;ValidatedLevel;ValidatedItems;ValidatedScript;game;name
DAESE;MONSTER;LYCANTHROPE;MAGE;MAGE_FEMALE_HUMAN;Daese;None;8;FEMALE;FEMALE;NEUTRAL;daese;;;;dw#mg155;;;IMMUNE1;IMMUNE1;MINHP1;STAF01;;;;3000;bg1;;;;;;;;;Daese
DAESEWLF;MONSTER;LYCANTHROPE;WOLFWERE;WEREWOLF;daesewlf;None;7;FEMALE;FEMALE;ENEMY;dw#gpsht;;None;None;dw1melge;;;IMMUNE1;;;S1-12;;;;1700;bg1;;;;;;;;;Daese
DAGITH1;HUMANOID;GITHYANKI;FIGHTER_MAGE;GITHYANKI;dagith1;dagith1;11;MALE;MALE;NEUTRAL;gpshout;udGO;None;None;dw2ms2ge;;;;;;SW1H05;;;;2000;bg2;;;;;;;;;Githyanki Captain
DAGITH2;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;dagith2;dagith2;7;MALE;MALE;NEUTRAL;gpshout;udGO;None;None;gith01;;;;;;SW1H01;;;;2000;bg2;;;;;;;;;Githyanki
DAGNOLL;HUMANOID;GNOLL;GNOLL;GNOLL;dagnoll;;2;MALE;MALE;NEUTRAL;RR#PICKP;None;;None;dw2mp2ge;;;;;;HALB01;;;;35;bg2;;;;;;;;;Gnoll
DAKOBOLD;HUMANOID;KOBOLD;KOBOLD;KOBOLD;dakobold;dakobold;1;MALE;MALE;NEUTRAL;RR#PICKP;UDGO;KOBOLDF;None;dw2ms2ge;;;;;;SW1H07;;;;7;bg2;;;;;;;;;Kobold
DAMIND1;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;damind1;damind1;12;MALE;MALE;NEUTRAL;RR#PICKP;None;None;FLAYER01;;;;;;;MINDFLAY;;;;9000;bg2;;;;;;;;;Mind Flayer
DAMIND2;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;damind2;damind2;12;MALE;MALE;NEUTRAL;RR#PICKP;None;None;FLAYER01;;;;;;;MINDFLAY;;;;9000;bg2;;;;;;;;;Mind Flayer
DARRYL;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;DARRYL;DARRYL;1;MALE;MALE;NEUTRAL;dw#gpsht;None;None;None;dw1melge;;;;;;SW1H07;;;;35;bg1;;;;;;;;;Darryl
DARRYL2;HUMANOID;KOBOLD;KOBOLD_TASLOI;KOBOLD_TASLOI;DARRYL2;darryl;1;MALE;MALE;NEUTRAL;dw#gpsht;None;None;None;dw1melge;;;;;;SPER01;;;;35;bg1;;;;;;;;;Darryl
SPIRLION;ANIMAL;CAT;NO_CLASS;GREATCAT_LEOPARD;None;;13;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE1;RING95;;LIONSPIR;;;;0;bg2;true;spirsumm (unused?);;false;;;;bg2;Spirit Lion
DATROLL;MONSTER;TROLL;TROLL;TROLL;datroll;;6;NIETHER;MALE;NEUTRAL;;;None;None;dw2mp2mo;;;TROLLREG;;;TROLL01;;;;1400;bg2;;;;;;;;;Troll
DAUMBER;MONSTER;UMBERHULK;UMBERHULK;UMBER_HULK;daumber;;6;MALE;MALE;NEUTRAL;;None;None;;dw2mc2mo;;;;;;UMBER01;;;;4000;bg2;;;;;;;;;Umber Hulk
DBONEF01;MONSTER;DEMONIC;IMP;SKELETON_FIEND;dbonef01;None;11;NIETHER;MALE;ENEMY;dw#bonef;None;None;None;dw2mc2ge;;;IMMUNE2;RING95;REGHP2R;BONEFD;bonefd;;;12000;bg2;;;;;;;;;Bone Fiend
DDGUARD7;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;ddguard7;ddguard7;10;NIETHER;MALE;ENEMY;ddguard7;None;None;None;None;;;IMMUNE2;FIRERING;;FIREELEM;;;;10000;bg2;;;;;;;;;Guardian
DEADBEH1;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;None;;9;NIETHER;MALE;NEUTRAL;None;None;None;None;None;;;BEHOLDER;;;BEHOLD;;;;0;bg2;;;;;;;;;Beholder
DEADBEH2;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER_SMALL;None;;9;NIETHER;MALE;NEUTRAL;None;None;None;None;None;;;;;;BEHOLD;;;;0;bg2;;;;;;;;;Gauth
DEADCOW1;ANIMAL;MAMMAL;NO_CLASS;COW;None;None;1;FEMALE;FEMALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;bg2;;;;;;;;;Cow
DEADCOW2;ANIMAL;MAMMAL;NO_CLASS;COW;None;None;1;FEMALE;FEMALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;bg2;;;;;;;;;Cow
DEADDEM1;MONSTER;DEMONIC;IMP;CORNUGON;demcor01;None;17;NIETHER;MALE;ENEMY;None;none;None;None;cornugon;;;IMMUNE2;RINGDEMN;REGHP2R;CORNUGON;;;;10000;bg2;;;;;;;;;Cornugon
DEADDEM2;MONSTER;DEMONIC;TANARI;IMP;dquas01;None;8;MALE;MALE;ENEMY;None;None;None;None;quasit;;;RINGDEMN;;;IMP;;;;4000;bg2;;;;;;;;;Quasit
DEADHOR1;ANIMAL;MAMMAL;NO_CLASS;HORSE;None;None;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;bg2;;;;;;;;;Horse
DEADHOR2;ANIMAL;MAMMAL;NO_CLASS;HORSE;None;None;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;bg2;;;;;;;;;Horse
DEATHKNI;HUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;deathkni;deathkni;18;NIETHER;MALE;ENEMY;uddeath;None;None;None;dw2ms2ge;;;ringdemn;;;SW2HDEAT;;;;16000;bg2;;;;;;;;;Demon Knight
DECK615;HUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;None;None;18;MALE;MALE;ENEMY;uddeath;None;None;None;dw1melge;;;;;;SW2HDEAT;;;;16000;bg1;;;;;;;;bg1;Demon Knight
DECK615;HUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;None;None;18;NIETHER;MALE;ENEMY;uddeath;None;None;None;dw2ms2ge;;;ringdemn;;;SW2HDEAT;;;;16000;bg2;;;;;;;;bg2;Demon Knight
DECKFELE;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;16;SUMMONED;MALE;ENEMY;None;None;None;None;dw1melge;;;IMMUNE2;;;FIREELEM;;;;12000;bg1;true;;;;;;;bg1;Fire Elemental
DECKFELE;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;16;SUMMONED;MALE;ENEMY;None;None;None;None;dw2mc2ge;;;IMMUNE2;;;FIREELEM;;;;12000;bg2;true;;;;;;;bg2;Fire Elemental
DEER01;ANIMAL;MAMMAL;FOOD_CREATURE;DEER;DEER01;None;1;FEMALE;FEMALE;NEUTRAL;genshy;prey;None;None;WDRUNSGT;;;;;;;;;;65;bg2;;;;;;;;;Deer
DELAIN2;MONSTER;LYCANTHROPE;WEREWOLF;CLERIC_FEMALE_ELF;DELAINY;DELAINY2;6;FEMALE;FEMALE;NEUTRAL;INITDLG;None;None;None;dw1melge;;;IMMUNE1;;;;;;;600;bg1;;;;;;;;;Delainy
DELMIST;MONSTER;MIST;MIST;BLOB_MIST_CREATURE;None;None;1;NIETHER;MALE;NEUTRAL;DELMIST;None;None;None;None;;;MINHP1;;;;;;;1;bg2;;;;;;;;;Gaseous Form
DEMABI01;MONSTER;DEMONIC;TANARI;CORNUGON;abisred1;None;13;NIETHER;MALE;ENEMY;None;none;None;None;dw2ms2ge;HELMNOAN;;IMMUNE1;RINGDEMN;REGHP1;DEMABI01;;;;9000;bg2;;;;;;;;;Abishai
DEMBAL01;MONSTER;DEMONIC;TANARI;TANARRI;dembal01;;24;SUMMONED_DEMON;MALE;NEUTRAL;;dembal01;None;None;dw2mc2ge;;dw#balwp;IMMUNE3;RINGDEMN;;balor;;;;26000;bg2;;;;;;;;;Balor
DEMBAL02;MONSTER;DEMONIC;TANARI;TANARRI;dembal01;;24;SUMMONED_DEMON;MALE;ENEMY;dembal02;None;None;None;dw2mc2ge;;dw#balwp;IMMUNE3;RINGDEMN;;balor;;;;26000;bg2;;;;;;;;;Balor
DEMCOR01;MONSTER;DEMONIC;IMP;CORNUGON;demcor01;None;17;NIETHER;MALE;ENEMY;None;none;None;CORNUGON;dw2ms2ge;HELMNOAN;;IMMUNE2;RINGDEMN;REGHP2R;CORNUGON;;;;10000;bg2;;;;;;;;;Cornugon
DEMGLA01;MONSTER;DEMONIC;TANARI;GLABREZU;demgla01;None;17;NIETHER;MALE;ENEMY;demglab;none;None;None;dw2mc2ge;;;IMMUNE2;RINGDEMN;;BL3-12M4;;;;12500;bg2;;;;;;;;;Glabrezu
DEMGLAB;MONSTER;DEMONIC;TANARI;GLABREZU;demglab;None;17;SUMMONED_DEMON;MALE;ENEMY;demglab;none;None;None;dw2mc2ge;;;IMMUNE2;RINGDEMN;;BL3-12M4;;;;0;bg2;;;;;;;;;Glabrezu
DEMGLAB2;MONSTER;DEMONIC;TANARI;GLABREZU;demglab;None;17;SUMMONED_DEMON;MALE;ENEMY;demglab2;none;None;None;dw2mc2ge;;;IMMUNE2;RINGDEMN;;BL3-12M4;;;;12500;bg2;;;;;;;;;Glabrezu
DEMGLASU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;GLABREZU;DEMGLAB;;15;SUMMONED_DEMON;MALE;ALLY;DVGLABRE;;;;;;;IMMUNE2;;;DEMGLASU;;;;0;bg1;true;;;;;;;bg1;Glabrezu
DEMGLASU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;GLABREZU;DEMGLAB;;17;SUMMONED_DEMON;MALE;ALLY;demglasu;;;;;;;IMMUNE2;;;DEMGLASU;;;;0;bg2;true;;;;;;;bg2;Glabrezu
DEMLORD;MONSTER;DEMONIC;TANARI;TANARRI;demlord;;13;NIETHER;MALE;NEUTRAL;;demlord;None;None;dw2mc2ge;;;IMMUNE3;RINGDEMN;;DEMLORD;;;;26000;bg2;;;;;;;;;Lesser Demon Lord
DEMMAU01;MONSTER;DEMONIC;TANARI;LICH_BLACK;demmau01;;10;NIETHER;MALE;ENEMY;demmau01;None;None;None;dw2ms2ge;HELMNOAN;;RING95;IMMUNE1;;DEMMAU01;;;;6000;bg2;;;;;;;;;Maurezhi
DEMNAB01;MONSTER;DEMONIC;TANARI;FIEND_GREEN;demnab01;None;12;SUMMONED_DEMON;MALE;ENEMY;sumtan01;none;None;None;dw2mc2ge;;;REGHP2;RINGDEMN;;BL3-12M4;;;;16000;bg2;;;;;;;;;Nabassu
DEMNAB02;MONSTER;DEMONIC;TANARI;FIEND_GREEN;demnab01;None;12;NIETHER;MALE;ENEMY;tanari;none;None;None;dw2mc2ge;;;REGHP2;RINGDEMN;;BL3-12M4;;;;16000;bg2;;;;;;;;;Nabassu
DEMNABSU;MONSTER;DEMONIC;TANARI;TANARRI;demnabsu;None;10;SUMMONED_DEMON;SUMMONED;GOODBUTRED;demnabsu;none;None;None;dw1melge;;;REGHP2;RINGDEMN;;BL3-12M4;;;;0;bg1;true;;;;;;;bg1;Nabassu
DEMNABSU;MONSTER;DEMONIC;TANARI;FIEND_GREEN;demnabsu;None;12;SUMMONED_DEMON;MALE;GOODBUTRED;demnabsu;none;None;None;dw2mc2ge;;;REGHP2;RINGDEMN;;BL3-12M4;;;;0;bg2;true;;;;;;;bg2;Nabassu
DEMOGOR1;MONSTER;DEMONIC;TANARI;DOOM_GUARD;demogor1;GorDemo;23;NIETHER;MALE;NOTEVIL;demogor1;None;None;None;INP1IVSG;HELMNOAN;;RING97;NOCIRC;IMPINVIS;DRAGRED1;;;;24000;bg2;;;;;;;;;Imprisoned One
DEMOGOR2;MONSTER;DEMONIC;TANARI;DEMOGORGON;demogor2;zGorDemo;30;NIETHER;MALE;ENEMY;A7!DEMO2;None;None;None;demogor2;HELMNOAN;;IMMUNE3;MINHP1;;DEMOGORG;;;;36000;bg2;;;;;;;;;Demogorgon
DEMOSUM1;MONSTER;DEMONIC;TANARI;MARILITH;Demosum1;demosum1;14;FEMALE;FEMALE;ENEMY;GRPSHT01;None;None;None;marilith;HELMNOAN;;RINGDEMN;IMMUNE2;;MARILI;;;;23000;bg1;;;;;;;;bg1;Marilith
DEMOSUM1;MONSTER;DEMONIC;TANARI;MARILITH;Demosum1;demosum1;20;FEMALE;FEMALE;ENEMY;GRPSHT01;None;None;None;marilith;HELMNOAN;marili;RINGDEMN;IMMUNE2;ipsion;marili;;;;23000;bg2;;;;;;;;bg2;Marilith
DEMOSUM2;MONSTER;DEMONIC;TANARI;TANARRI;demosum2;demosum2;14;MALE;MALE;ENEMY;GRPSHT01;None;None;None;demosum2;HELMNOAN;;RINGDEMN;IMMUNE3;;BALOR;;;;26000;bg1;;;;;;;;bg1;Balor
DEMOSUM2;MONSTER;DEMONIC;TANARI;TANARRI;demosum2;demosum2;24;NIETHER;MALE;ENEMY;GRPSHT01;None;None;None;demosum2;HELMNOAN;dw#balwp;RINGDEMN;IMMUNE3;;balor;;;;26000;bg2;;;;;;;;bg2;Balor
DEMOSUM3;MONSTER;DEMONIC;TANARI;GLABREZU;demosum3;demosum3;10;MALE;MALE;ENEMY;GRPSHT01;None;None;None;glabrez;HELMNOAN;;RINGDEMN;IMMUNE2;;BL3-12M4;;;;12000;bg1;;;;;;;;bg1;Glabrezu
DEMOSUM3;MONSTER;DEMONIC;TANARI;GLABREZU;demosum3;demosum3;17;NIETHER;MALE;ENEMY;GRPSHT01;None;None;None;glabrez;HELMNOAN;;RINGDEMN;IMMUNE2;;BL3-12M4;;;;12000;bg2;;;;;;;;bg2;Glabrezu
DEMOSUM4;GIANTHUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;demosum4;demosum4;20;SUMMONED_DEMON;MALE;ENEMY;GRPSHT01;None;None;None;aesgar;HELMNOAN;;RNGDEMN;IMMUNE2;;DEMOSUM4;;;;18000;bg1;;;;;;;;bg1;Cambion
DEMOSUM4;GIANTHUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;demosum4;demosum4;20;SUMMONED_DEMON;MALE;ENEMY;GRPSHT01;None;None;None;dw#mg156;HELMNOAN;;RINGDEMN;IMMUNE2;;DEMOSUM4;;;;18000;bg2;;;;;;;;bg2;Cambion
DEMPIT;MONSTER;DEMONIC;TANARI;RAVER;dempit;None;24;SUMMONED_DEMON;MALE;ALLY;dempit;none;None;None;dw2mp2ge;;;IMMUNE3;RINGDEMN;REGHP2R;P3-12M4;;;;12500;bg2;;;;;;;;;Pit Fiend
DEMPIT01;MONSTER;DEMONIC;TANARI;TANARRI;dempit01;None;13;MALE;MALE;ENEMY;;;None;None;dw1melge;;;IMMUNE3;RINGDEMN;REGHP2R;P3-12M4;;;;9000;bg1;;;;;;;;bg1;Pit Fiend
DEMPIT01;MONSTER;DEMONIC;TANARI;RAVER;dempit01;None;24;NIETHER;MALE;ENEMY;dempit;none;None;None;dw2mp2ge;;;IMMUNE3;RINGDEMN;REGHP2R;P3-12M4;;;;9000;bg2;;;;;;;;bg2;Pit Fiend
DEMPITSU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;TANARRI;dempit;None;20;SUMMONED_DEMON;MALE;ALLY;DVPITSU;;None;None;;;;;IMMUNE3;REGHP2R;DEMPITSU;;;;0;bg1;true;;;;;;;bg1;Pit Fiend
DEMPITSU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;RAVER;dempit;None;24;SUMMONED_DEMON;MALE;ALLY;dempitsu;;None;None;;;;;IMMUNE3;REGHP2R;DEMPITSU;;;;0;bg2;true;;;;;;;bg2;Pit Fiend
DEMSUC01;MONSTER;DEMONIC;TANARI;SIRINE;demsuc01;None;6;FEMALE;FEMALE;ENEMY;None;None;None;None;demsuc;HELMNOAN;;RINGDEMN;IMMUNE2;;DEMSUC01;;;;14000;bg1;;;;;;;;bg1;Succubus
DEMSUC01;MONSTER;DEMONIC;TANARI;SIRINE;demsuc01;None;12;FEMALE;FEMALE;ENEMY;None;None;None;None;demsuc;HELMNOAN;;RINGDEMN;IMMUNE2;;DEMSUC01;;;;14000;bg2;;;;;;;;bg2;Succubus
DERINY01;MONSTER;DEMONIC;IMP;FIGHTER_FEMALE_HUMAN;deriny01;None;12;FEMALE;FEMALE;ENEMY;None;None;None;None;erinyes;;;IMMUNE1;RINGDEMN;;BOW12;SW1H05;;;7000;bg2;;;;;;;;;Erinyes
DESTUS;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;None;DESTUS;1;MALE;MALE;NEUTRAL;dw#gpsht;INITDLG;RUNENEMY;LEAVECH7;WTRUNSGT;;;;;;;;;;15;bg1;;;;;;;;;Destus Gurn
DEVAEVIL;HUMANOID;DARKPLANATAR;FIGHTER_CLERIC;CLERIC_FEMALE_ELF;devaevil;DEVAEVIL;14;NIETHER;MALE;ALLY;DVDEVAE;None;None;None;DVMELEE;DVWINGS;;IMMUNE2;DVDEVAER;;DVDEVAEW;;;;0;bg1,bg2;;;;;;;;;Fallen Deva
DEVAGOOD;HUMANOID;PLANATAR;FIGHTER_CLERIC;CLERIC_MALE_ELF;devagood;DEVAGOOD;14;NIETHER;FEMALE;ALLY;DVDEVAG;None;None;None;DVMELEE;DVWINGS;;IMMUNE2;DVDEVAGR;;DVDEVAGW;;;;0;bg1,bg2;;;;;;;;;Deva
DEVAST01;MONSTER;SOLAR;CLERIC_MAGE;CLERIC_MALE_ELF;None;None;25;FEMALE;FEMALE;NEUTRAL;None;None;None;None;dw2mc2mo;DVWINGS;;IMMUNE2;;;DEVA;;;;15000;bg2;;;;;;;;;Astral Deva
DEVMON01;MONSTER;SOLAR;CLERIC_MAGE;CLERIC_MALE_ELF;None;None;25;FEMALE;FEMALE;ENEMY;None;None;None;None;dw2mc2mo;DVWINGS;;IMMUNE1;;;DEVMON01;;;;13000;bg2;;;;;;;;;Monadic Deva
DGLAB01;MONSTER;DEMONIC;TANARI;GLABREZU;dglab01;None;17;NIETHER;MALE;ENEMY;None;None;None;None;glabrez;;;RINGDEMN;IMMUNE2;;BL3-12M4;;;;20000;bg2;;;;;;;;;Glabrezu
DGTROL01;GIANTHUMANOID;TROLL;FIGHTER;TROLL;dgtrol01;;6;MALE;MALE;ENEMY;DGTROL01;GENSHT01;ATTKNEUT;None;dw2mp2ge;;;TROLLREG;TROLLIMM;;TROLL01;;;;1400;bg2;;;;;;;;;Troll
DGTROL02;GIANTHUMANOID;TROLL;MAGE;TROLL;dgtrol02;;6;MALE;MALE;ENEMY;None;None;None;DGTROL02;None;;;;TROLLIMM;;TROLL01;;;;1400;bg2;;;;;;;;;Troll
DIMP01;MONSTER;DEMONIC;IMP;IMP;dimp01;None;7;MALE;MALE;ENEMY;None;None;None;None;demimp;;;IMMUNE1;RINGDEMN;;IMP;;;;2800;bg2;;;;;;;;;Imp
DOPALD;MONSTER;DOPPLEGANGER;DOPPLEGANGER;FAT_MAN;dopald;;1;MALE;MALE;NEUTRAL;dopald;;None;None;WTRUNSGT;;;;;;;;;;15;bg1;;;;;;;;;Merchant
DOPCLE01;MONSTER;DOPPLEGANGER;CLERIC;CLERIC_MALE_DWARF;DOPKIE;None;8;MALE;MALE;ENEMY;;;MOVEP1;None;dw2ms2ge;;SHLD09;;;;BLUN02;;;;4000;bg2;;;;;;;;;Kiel the Legion Killer
DOPDOP;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;DOPPLEGANGER_GREATER;Dopdop;;9;NIETHER;MALE;ENEMY;DOPDOP;;MOVEP1;None;dw1melge;;;;;;S1-12;;;;4000;bg1;;;;;;;;;Greater Doppelganger
DOPDUR;MONSTER;DOPPLEGANGER;FIGHTER;FIGHTER_MALE_DWARF;DOPDUR;None;18;MALE;MALE;ENEMY;DOPDUR;;MOVEP1;None;dw1melge;;SHLD03;;;;AX1H01;;;;4000;bg1;;;;;;;;;Durlag Trollkiller
DOPDUR1;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;FIGHTER_MALE_DWARF;DOPDUR1;DOPDUR1;9;MALE;MALE;NEUTRAL;RR#PICKP;DOPDUR1;None;None;None;;SHLD03;RING92;;;AX1H01;;;;4000;bg1;;;;;;;;;Durlag Trollkiller
DOPDUR2;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;FIGHTER_MALE_DWARF;DOPDUR2;DOPDUR2;18;MALE;MALE;NEUTRAL;RR#PICKP;DOPDUR2;None;None;None;;SHLD03;;;;AX1H01;;;;4000;bg1;;;;;;;;;Durlag Trollkiller
DOPDUR3;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;FIGHTER_MALE_DWARF;DOPDUR3;DOPDUR3;18;MALE;MALE;NEUTRAL;RR#PICKP;DOPDUR3;None;None;None;;SHLD03;RING93;;;AX1H01;;;;4000;bg1;;;;;;;;;Durlag Trollkiller
DOPFUE;MONSTER;DOPPLEGANGER;BARD;THIEF_MALE_DWARF;DOPFUE;None;3;MALE;MALE;ENEMY;DOPFUE;;;MOVEP1;dw#mg56;;;;;;BOW01;SW1H07;;;4000;bg1;;;;;;;;;Fuernebol
DOPGRE01;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;DOPPLEGANGER_GREATER;None;;9;NIETHER;MALE;ENEMY;DOPSPELL;None;None;None;dw2ms2ge;;;;;;DOPPLEG;;;;4000;bg2;;;;;;;;;Greater Doppelganger
DOPISL;MONSTER;DOPPLEGANGER;MAGE;MAGE_FEMALE_DWARF;DOPISL;None;10;FEMALE;FEMALE;ENEMY;DOPISL;;;None;dw#mg157;;;;;;STAF01;;;;4000;bg1;;;;;;;;;Islanne
DOPKIE;MONSTER;DOPPLEGANGER;DOPPLEGANGER;CLERIC_MALE_DWARF;DOPKIE;None;8;MALE;MALE;ENEMY;DOPKIE;;priest5;None;dw1melge;;SHLD09;;;;BLUN02;;;;4000;bg1;;;;;;;;;Kiel the Legion Killer
DOPMAG01;MONSTER;DOPPLEGANGER;MAGE;MAGE_FEMALE_DWARF;DOPISL;None;10;MALE;MALE;ENEMY;;;MOVEP1;None;dw2mc2ge;;;;;;STAF01;;;;4000;bg2;;;;;;;;;Islanne.
DOPMER;MONSTER;DOPPLEGANGER;DOPPLEGANGER;FAT_MAN;SSDopple;Dopmer;1;MALE;MALE;NEUTRAL;RR#PICKP;DOPPSS;None;None;WTRUNSGT;;;;;;;;;;15;bg1;;;;;;;;;Merchant
DOPMGR01;MONSTER;DOPPLEGANGER;MAGE;DOPPLEGANGER_GREATER;DOPISL;None;10;MALE;MALE;ENEMY;;;MOVEP1;None;dw2mc2ge;;;;;;STAF01;;;;4000;bg2;;;;;;;;;Islanne.
DOPPGR;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;DOPPLEGANGER_GREATER;None;;9;NIETHER;MALE;ENEMY;DOPSPELL;None;None;None;dw1melge;;;;;;S1-12;;;;4000;bg1;;;;;;;;;Greater Doppelganger
DOPPL7;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;None;;1;NIETHER;MALE;ENEMY;None;None;None;None;dw1melge;;;;;;S1-12;;;;420;bg1;;;;;;;;;Doppelganger
DOPPLE;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;None;;4;NIETHER;MALE;ENEMY;None;None;None;None;dw1melge;;;;;;S1-12;;;;420;bg1;;;;;;;;;Doppelganger
DOPPLE01;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;None;;4;NIETHER;MALE;ENEMY;None;None;None;None;dw2ms2ge;;;;;;DOPPLE;;;;420;bg2;;;;;;;;;Doppelganger
DOPPSS;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;SSDopple;;1;NIETHER;MALE;ENEMY;None;DOPPLE;None;None;dw1melge;;;;;;S1-12;;;;420;bg1;;;;;;;;;Doppelganger
DOPTHI01;MONSTER;DOPPLEGANGER;BARD;THIEF_MALE_DWARF;DOPFUE;None;3;MALE;MALE;ENEMY;;MAGE1;;MOVEP1;dw2rm2ge;;;;;;BOW01;;;;4000;bg2;;;;;;;;;Fuernebol
DOPWAR01;MONSTER;DOPPLEGANGER;FIGHTER;FIGHTER_MALE_DWARF;DOPDUR;None;18;MALE;MALE;ENEMY;;;MOVEP1;None;dw2ms2ge;;SHLD03;;;;AX1H01;;;;4000;bg2;;;;;;;;;Durlag Trollkiller
DOPZORL;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;dopzorl;;1;NIETHER;MALE;ENEMY;None;DOPZORL;None;None;dw1melge;;;;;;S1-12;;;;420;bg1;;;;;;;;;Doppelganger
DPMON01;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;dpmon01;dpmon01;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;bg2;;;;;;;;;Mind Flayer
DPMON03;UNDEAD;VAMPIRE;VAMPIRE;VAMPIRE;dpmon03;dpmon03;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;15;bg2;;;;;;;;;Vampire
DQUAS01;MONSTER;DEMONIC;TANARI;IMP;dquas01;None;8;MALE;MALE;ENEMY;None;None;None;None;quasit;;;RINGDEMN;;;IMP;;;;4000;bg2;;;;;;;;;Quasit
DRAGBLAC;MONSTER;DRAGON;SHADOW_DRAGON;DRAGON_BLACK;Dragblac;dragblac;23;MALE;MALE;NEUTRAL;shoutdlg;dragblac;None;None;;;DR1-6S;DRAGRING;;;DRAGBLAW;;;;52000;bg2;;;;;;;;;Nizidramanii'yt
DRAGBLUE;MONSTER;DRAGON;SHADOW_DRAGON;DRAGON_BLUE;Abazigal;Abazigal;32;MALE;MALE;ENEMY;None;ABAZDRAG;None;None;None;HELMNOAN;;DRAGRING;BHAALHP1;;DRAGBLUE;;;;78000;bg2;;;;;;;;;Abazigal
DRAGBROW;MONSTER;DRAGON;RED_DRAGON;DRAGON_BROWN;DragBrow;;23;NIETHER;MALE;ENEMY;DragBrow;None;None;None;dw2ms2mo;HELMNOAN;;RING97;;;DRAGBROW;;;;61000;bg2;;;;;;;;;Brown Dragon
DRAGPURP;MONSTER;DRAGON;SHADOW_DRAGON;DRAGON_PURPLE;DragPurp;None;23;NIETHER;MALE;ENEMY;None;ABAZDRAG;None;None;dw2ms2mo;HELMNOAN;;RING97;;;DRAGBLUE;;;;63000;bg2;;;;;;;;;Purple Dragon
DRAGRED;MONSTER;DRAGON;RED_DRAGON;DRAGON_RED;DragRed;;23;NIETHER;MALE;ENEMY;DragRed;None;None;None;;;;RING97;;;DRAGRED1;;;;24000;bg2;;;;;;;;;Red Dragon
DRAGSHAD;MONSTER;DRAGON;SHADOW_DRAGON;DRAGON_BLACK;ShaDra01;ShaDra01;23;MALE;MALE;NEUTRAL;ShaDra01;None;None;None;dw2ms2mo;;;RING97;;;S1-6;;;;22000;bg2;;;;;;;;;Thaxll'ssillyia
DRAGSILV;MONSTER;DRAGON;SILVER_DRAGON;DRAGON_SILVER;DragSilv;;23;NIETHER;MALE;ENEMY;DragSilv;None;None;None;dw2ms2mo;;;RING97;;;DRAGSIL1;;;;24000;bg2;;;;;;;;;Silver Dragon
